Company,Sector,PE,3Y High,3Y Low,% Assets
1. Aditya Birla Sun Life Arbitrage Fund
Axis Bank,Financial,45.74,0.36,0.00,0.20
Ultratech Cement,Construction,38.39,0.41,0.17,0.19
246. DSP Dynamic Asset Allocation Fund - Direct Plan
Reliance Industries,Energy,21.30,7.67,0.00,7.67
HDFC,Financial,34.47,5.11,0.00,4.76
Bajaj Finance,Financial,47.90,4.69,0.00,4.69
HDFC Bank,Financial,29.02,4.77,0.00,4.65
Hindustan Unilever,FMCG,69.35,4.67,0.00,3.97
Ultratech Cement,Construction,38.39,3.86,0.00,3.61
Tata Consultancy Services,Technology,23.92,3.41,0.00,3.00
ICICI Bank,Financial,54.53,3.12,0.00,2.71
Kotak Mahindra Bank,Financial,37.73,2.64,0.00,2.46
Asian Paints,Chemicals,65.76,2.31,0.00,1.93
ACC,Construction,15.79,1.94,0.00,1.84
Aurobindo Pharma,Healthcare,10.97,5.78,0.00,1.84
Siemens,Engineering,58.60,1.81,0.00,1.81
Divi's Laboratories,Healthcare,34.64,1.78,0.00,1.76
ICICI Lombard General Insurance,Financial,55.14,1.54,0.00,1.41
Shree Cement,Construction,53.69,1.43,0.00,1.38
Indusind Bank,Financial,22.01,1.66,0.00,1.25
Maruti Suzuki India,Automobile,31.85,1.33,0.00,1.12
ITC,FMCG,23.98,1.30,0.00,1.10
Motherson Sumi Systems,Automobile,22.67,1.55,0.00,1.08
Dr. Reddy's Lab,Healthcare,21.63,0.99,0.00,0.99
HDFC Life Insurance,Financial,93.40,0.95,0.00,0.95
Havells India,Engineering,55.62,1.04,0.00,0.85
Infosys,Technology,17.89,3.95,0.00,0.77
Emami,FMCG,48.90,0.75,0.00,0.75
247. DSP Dynamic Asset Allocation Fund - Regular Plan
Reliance Industries,Energy,21.30,7.67,0.00,7.67
HDFC,Financial,34.47,5.11,0.00,4.76
Bajaj Finance,Financial,47.90,4.69,0.00,4.69
HDFC Bank,Financial,29.02,4.77,0.00,4.65
Hindustan Unilever,FMCG,69.35,4.67,0.00,3.97
Ultratech Cement,Construction,38.39,3.86,0.00,3.61
Tata Consultancy Services,Technology,23.92,3.41,0.00,3.00
ICICI Bank,Financial,54.53,3.12,0.00,2.71
Kotak Mahindra Bank,Financial,37.73,2.64,0.00,2.46
Asian Paints,Chemicals,65.76,2.31,0.00,1.93
ACC,Construction,15.79,1.94,0.00,1.84
Aurobindo Pharma,Healthcare,10.97,5.78,0.00,1.84
Siemens,Engineering,58.60,1.81,0.00,1.81
Divi's Laboratories,Healthcare,34.64,1.78,0.00,1.76
ICICI Lombard General Insurance,Financial,55.14,1.54,0.00,1.41
Shree Cement,Construction,53.69,1.43,0.00,1.38
Indusind Bank,Financial,22.01,1.66,0.00,1.25
Maruti Suzuki India,Automobile,31.85,1.33,0.00,1.12
ITC,FMCG,23.98,1.30,0.00,1.10
Motherson Sumi Systems,Automobile,22.67,1.55,0.00,1.08
Dr. Reddy's Lab,Healthcare,21.63,0.99,0.00,0.99
HDFC Life Insurance,Financial,93.40,0.95,0.00,0.95
Havells India,Engineering,55.62,1.04,0.00,0.85
Infosys,Technology,17.89,3.95,0.00,0.77
Emami,FMCG,48.90,0.75,0.00,0.75
248. DSP Equal Nifty 50 Fund - Direct Plan
BPCL,Energy,19.54,2.32,1.59,2.32
Indian Oil Corp.,Energy,9.78,2.22,1.72,2.22
Bajaj Finserv,Financial,34.76,2.28,0.00,2.20
Bajaj Finance,Financial,47.90,2.37,1.80,2.18
ITC,FMCG,23.98,2.27,1.81,2.17
Adani Ports and Special Economic Zone,Services,18.78,2.23,1.77,2.17
UPL,Chemicals,40.97,2.42,1.83,2.14
Kotak Mahindra Bank,Financial,37.73,2.42,1.83,2.13
Reliance Industries,Energy,21.30,2.31,1.90,2.12
Asian Paints,Chemicals,65.76,2.57,1.85,2.10
Larsen & Toubro,Construction,21.94,2.29,1.81,2.08
ICICI Bank,Financial,54.53,2.44,1.85,2.07
Britannia Inds.,FMCG,68.67,2.10,0.00,2.05
Nestle India,FMCG,86.20,2.05,0.00,2.05
HCL Technologies,Technology,14.96,2.25,1.83,2.05
Bharti Airtel,Communication,0.00,2.61,1.62,2.05
HDFC Bank,Financial,29.02,2.29,1.86,2.04
Maruti Suzuki India,Automobile,31.85,2.10,1.76,2.03
Ultratech Cement,Construction,38.39,2.34,1.81,2.03
Tata Consultancy Services,Technology,23.92,2.36,1.94,2.03
Tech Mahindra,Technology,16.19,2.52,1.84,2.03
Power Grid Corporation,Energy,6.96,2.26,1.79,2.02
Axis Bank,Financial,45.74,2.37,1.88,2.01
Titan Company,Cons Durable,84.02,2.46,0.00,2.01
Hindustan Unilever,FMCG,69.35,2.34,1.92,2.00
249. DSP Equal Nifty 50 Fund - Regular Plan
BPCL,Energy,19.54,2.32,1.59,2.32
Indian Oil Corp.,Energy,9.78,2.22,1.72,2.22
Bajaj Finserv,Financial,34.76,2.28,0.00,2.20
Bajaj Finance,Financial,47.90,2.37,1.80,2.18
ITC,FMCG,23.98,2.27,1.81,2.17
Adani Ports and Special Economic Zone,Services,18.78,2.23,1.77,2.17
UPL,Chemicals,40.97,2.42,1.83,2.14
Kotak Mahindra Bank,Financial,37.73,2.42,1.83,2.13
Reliance Industries,Energy,21.30,2.31,1.90,2.12
Asian Paints,Chemicals,65.76,2.57,1.85,2.10
Larsen & Toubro,Construction,21.94,2.29,1.81,2.08
ICICI Bank,Financial,54.53,2.44,1.85,2.07
Britannia Inds.,FMCG,68.67,2.10,0.00,2.05
Nestle India,FMCG,86.20,2.05,0.00,2.05
HCL Technologies,Technology,14.96,2.25,1.83,2.05
Bharti Airtel,Communication,0.00,2.61,1.62,2.05
HDFC Bank,Financial,29.02,2.29,1.86,2.04
Maruti Suzuki India,Automobile,31.85,2.10,1.76,2.03
Ultratech Cement,Construction,38.39,2.34,1.81,2.03
Tata Consultancy Services,Technology,23.92,2.36,1.94,2.03
Tech Mahindra,Technology,16.19,2.52,1.84,2.03
Power Grid Corporation,Energy,6.96,2.26,1.79,2.02
Axis Bank,Financial,45.74,2.37,1.88,2.01
Titan Company,Cons Durable,84.02,2.46,0.00,2.01
Hindustan Unilever,FMCG,69.35,2.34,1.92,2.00
250. DSP Equity & Bond Fund
Bajaj Finance,Financial,47.90,6.59,1.54,6.59
ICICI Bank,Financial,54.53,6.24,1.93,6.09
HDFC Bank,Financial,29.02,5.96,3.01,5.75
Kotak Mahindra Bank,Financial,37.73,3.76,0.00,3.74
Hindustan Unilever,FMCG,69.35,3.18,0.00,3.04
Asian Paints,Chemicals,65.76,2.77,0.87,2.77
Axis Bank,Financial,45.74,3.65,0.00,2.54
Tata Consultancy Services,Technology,23.92,2.82,0.00,2.19
Ultratech Cement,Construction,38.39,2.23,0.00,1.98
Indusind Bank,Financial,22.01,2.17,0.00,1.82
Shree Cement,Construction,53.69,2.64,1.41,1.82
Siemens,Engineering,58.60,1.68,0.00,1.68
Avenue Supermarts,Services,105.93,1.76,0.00,1.65
ICICI Lombard General Insurance,Financial,55.14,2.04,0.00,1.61
Alkem Laboratories,Healthcare,28.99,1.60,0.00,1.60
Godrej Properties,Construction,77.59,1.59,0.00,1.59
HDFC Life Insurance,Financial,93.40,1.29,0.00,1.29
Relaxo Footwears,FMCG,73.04,1.26,0.00,1.26
Kansai Nerolac Paints,Chemicals,60.73,1.26,0.51,1.26
Titan Company,Cons Durable,84.02,2.38,0.00,1.22
Ipca Laboratories,Healthcare,22.87,1.35,0.00,1.22
V-Mart Retail,Services,66.79,1.37,0.00,1.17
Motherson Sumi Systems,Automobile,22.67,1.49,0.00,1.17
L&T Infotech,Technology,19.26,1.52,0.00,1.15
SKF India,Engineering,31.89,1.10,0.00,1.10
251. DSP Equity & Bond Fund - Direct Plan
Bajaj Finance,Financial,47.90,6.59,1.54,6.59
ICICI Bank,Financial,54.53,6.24,1.93,6.09
HDFC Bank,Financial,29.02,5.96,3.01,5.75
Kotak Mahindra Bank,Financial,37.73,3.76,0.00,3.74
Hindustan Unilever,FMCG,69.35,3.18,0.00,3.04
Asian Paints,Chemicals,65.76,2.77,0.87,2.77
Axis Bank,Financial,45.74,3.65,0.00,2.54
Tata Consultancy Services,Technology,23.92,2.82,0.00,2.19
Ultratech Cement,Construction,38.39,2.23,0.00,1.98
Indusind Bank,Financial,22.01,2.17,0.00,1.82
Shree Cement,Construction,53.69,2.64,1.41,1.82
Siemens,Engineering,58.60,1.68,0.00,1.68
Avenue Supermarts,Services,105.93,1.76,0.00,1.65
ICICI Lombard General Insurance,Financial,55.14,2.04,0.00,1.61
Alkem Laboratories,Healthcare,28.99,1.60,0.00,1.60
Godrej Properties,Construction,77.59,1.59,0.00,1.59
HDFC Life Insurance,Financial,93.40,1.29,0.00,1.29
Relaxo Footwears,FMCG,73.04,1.26,0.00,1.26
Kansai Nerolac Paints,Chemicals,60.73,1.26,0.51,1.26
Titan Company,Cons Durable,84.02,2.38,0.00,1.22
Ipca Laboratories,Healthcare,22.87,1.35,0.00,1.22
V-Mart Retail,Services,66.79,1.37,0.00,1.17
Motherson Sumi Systems,Automobile,22.67,1.49,0.00,1.17
L&T Infotech,Technology,19.26,1.52,0.00,1.15
SKF India,Engineering,31.89,1.10,0.00,1.10
252. DSP Equity Fund
Bajaj Finance,Financial,47.90,8.75,1.97,8.75
ICICI Bank,Financial,54.53,8.33,2.34,8.10
HDFC Bank,Financial,29.02,7.79,3.88,7.48
Kotak Mahindra Bank,Financial,37.73,5.04,0.00,5.04
Hindustan Unilever,FMCG,69.35,4.19,0.00,4.02
Asian Paints,Chemicals,65.76,3.86,1.07,3.61
Axis Bank,Financial,45.74,5.04,0.00,3.37
Tata Consultancy Services,Technology,23.92,3.79,0.00,2.76
Ultratech Cement,Construction,38.39,3.07,0.00,2.60
Godrej Properties,Construction,77.59,2.48,0.00,2.48
Indusind Bank,Financial,22.01,3.37,0.00,2.38
Shree Cement,Construction,53.69,3.50,1.37,2.36
Avenue Supermarts,Services,105.93,2.31,0.00,2.21
Siemens,Engineering,58.60,2.18,0.00,2.18
Alkem Laboratories,Healthcare,28.99,2.09,0.00,2.09
ICICI Lombard General Insurance,Financial,55.14,2.62,0.00,2.02
HDFC Life Insurance,Financial,93.40,1.69,0.00,1.67
Titan Company,Cons Durable,84.02,3.19,0.00,1.63
Kansai Nerolac Paints,Chemicals,60.73,1.60,0.50,1.60
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.75,1.60,0.00,1.60
Ipca Laboratories,Healthcare,22.87,1.76,0.00,1.58
BPCL,Energy,19.54,2.54,0.00,1.57
Relaxo Footwears,FMCG,73.04,1.55,0.00,1.55
Voltas,Cons Durable,47.68,1.56,0.00,1.51
Havells India,Engineering,55.62,2.76,0.00,1.48
253. DSP Equity Fund - Direct Plan
Bajaj Finance,Financial,47.90,8.75,1.97,8.75
ICICI Bank,Financial,54.53,8.33,2.34,8.10
HDFC Bank,Financial,29.02,7.79,3.88,7.48
Kotak Mahindra Bank,Financial,37.73,5.04,0.00,5.04
Hindustan Unilever,FMCG,69.35,4.19,0.00,4.02
Asian Paints,Chemicals,65.76,3.86,1.07,3.61
Axis Bank,Financial,45.74,5.04,0.00,3.37
Tata Consultancy Services,Technology,23.92,3.79,0.00,2.76
Ultratech Cement,Construction,38.39,3.07,0.00,2.60
Godrej Properties,Construction,77.59,2.48,0.00,2.48
Indusind Bank,Financial,22.01,3.37,0.00,2.38
Shree Cement,Construction,53.69,3.50,1.37,2.36
Avenue Supermarts,Services,105.93,2.31,0.00,2.21
Siemens,Engineering,58.60,2.18,0.00,2.18
Alkem Laboratories,Healthcare,28.99,2.09,0.00,2.09
ICICI Lombard General Insurance,Financial,55.14,2.62,0.00,2.02
HDFC Life Insurance,Financial,93.40,1.69,0.00,1.67
Titan Company,Cons Durable,84.02,3.19,0.00,1.63
Kansai Nerolac Paints,Chemicals,60.73,1.60,0.50,1.60
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.75,1.60,0.00,1.60
Ipca Laboratories,Healthcare,22.87,1.76,0.00,1.58
BPCL,Energy,19.54,2.54,0.00,1.57
Relaxo Footwears,FMCG,73.04,1.55,0.00,1.55
Voltas,Cons Durable,47.68,1.56,0.00,1.51
Havells India,Engineering,55.62,2.76,0.00,1.48
254. DSP Equity Opportunities Fund
HDFC Bank,Financial,29.02,9.42,3.88,9.42
ICICI Bank,Financial,54.53,9.94,3.34,9.37
Axis Bank,Financial,45.74,6.92,0.00,5.03
Reliance Industries,Energy,21.30,3.99,0.97,3.99
Larsen & Toubro,Construction,21.94,4.02,1.93,2.89
Kansai Nerolac Paints,Chemicals,60.73,2.81,0.00,2.81
Kotak Mahindra Bank,Financial,37.73,3.04,0.00,2.72
Coromandel International,Chemicals,15.86,2.31,0.00,2.31
Alkem Laboratories,Healthcare,28.99,2.74,0.00,2.21
City Union Bank,Financial,21.64,2.18,0.00,2.18
Bharti Airtel,Communication,0.00,2.11,0.00,2.11
HPCL,Energy,9.39,3.13,0.00,2.02
HCL Technologies,Technology,14.96,4.63,0.00,1.93
BPCL,Energy,19.54,2.79,0.00,1.91
Ipca Laboratories,Healthcare,22.87,2.20,0.00,1.88
Emami,FMCG,48.90,1.69,0.00,1.69
SKF India,Engineering,31.89,1.65,0.00,1.65
Supreme Industries,Chemicals,38.16,1.54,0.00,1.54
Infosys,Technology,17.89,3.98,0.00,1.48
Tech Mahindra,Technology,16.19,2.99,0.00,1.48
NTPC,Energy,10.17,2.01,0.00,1.43
Phoenix Mills,Construction,23.14,1.54,0.00,1.42
Bajaj Finance,Financial,47.90,2.28,0.00,1.42
Jubilant Life Sciences,Healthcare,16.21,1.59,0.00,1.32
CESC,Energy,10.88,1.58,0.00,1.21
255. DSP Equity Opportunities Fund - Direct Plan
HDFC Bank,Financial,29.02,9.42,3.88,9.42
ICICI Bank,Financial,54.53,9.94,3.34,9.37
Axis Bank,Financial,45.74,6.92,0.00,5.03
Reliance Industries,Energy,21.30,3.99,0.97,3.99
Larsen & Toubro,Construction,21.94,4.02,1.93,2.89
Kansai Nerolac Paints,Chemicals,60.73,2.81,0.00,2.81
Kotak Mahindra Bank,Financial,37.73,3.04,0.00,2.72
Coromandel International,Chemicals,15.86,2.31,0.00,2.31
Alkem Laboratories,Healthcare,28.99,2.74,0.00,2.21
City Union Bank,Financial,21.64,2.18,0.00,2.18
Bharti Airtel,Communication,0.00,2.11,0.00,2.11
HPCL,Energy,9.39,3.13,0.00,2.02
HCL Technologies,Technology,14.96,4.63,0.00,1.93
BPCL,Energy,19.54,2.79,0.00,1.91
Ipca Laboratories,Healthcare,22.87,2.20,0.00,1.88
Emami,FMCG,48.90,1.69,0.00,1.69
SKF India,Engineering,31.89,1.65,0.00,1.65
Supreme Industries,Chemicals,38.16,1.54,0.00,1.54
Infosys,Technology,17.89,3.98,0.00,1.48
Tech Mahindra,Technology,16.19,2.99,0.00,1.48
NTPC,Energy,10.17,2.01,0.00,1.43
Phoenix Mills,Construction,23.14,1.54,0.00,1.42
Bajaj Finance,Financial,47.90,2.28,0.00,1.42
Jubilant Life Sciences,Healthcare,16.21,1.59,0.00,1.32
CESC,Energy,10.88,1.58,0.00,1.21
256. DSP Equity Savings Fund - Direct Plan
Reliance Industries,Energy,21.30,9.96,0.62,9.96
Bajaj Finance,Financial,47.90,5.52,0.62,5.52
HDFC Bank,Financial,29.02,8.21,2.12,4.65
India Grid Trust,Engineering,-,4.40,0.00,4.06
HDFC,Financial,34.47,4.80,0.00,3.35
ICICI Bank,Financial,54.53,3.27,0.00,2.29
IRB InvIT Fund,Construction,-,3.56,0.00,2.26
Indusind Bank,Financial,22.01,2.22,0.54,2.22
Voltas,Cons Durable,47.68,1.96,0.00,1.96
Ipca Laboratories,Healthcare,22.87,1.81,0.00,1.72
BPCL,Energy,19.54,1.47,0.53,1.47
Blue Star,Cons Durable,47.98,1.71,0.72,1.41
JSW Steel,Metals,8.45,4.36,1.06,1.26
Zee Entertainment,Services,13.11,1.16,0.00,1.16
V-Guard Industries,Cons Durable,56.73,1.34,0.50,1.14
Quess Corp,Financial,26.84,1.51,0.59,0.95
Marico,FMCG,43.21,0.92,0.00,0.92
ICICI Lombard General Insurance,Financial,55.14,0.88,0.00,0.86
Bajaj Finserv,Financial,34.76,0.82,0.00,0.82
NTPC,Energy,10.17,0.84,0.00,0.82
Bharat Electronics,Engineering,14.27,1.22,0.24,0.80
Crompton Greaves Consumer Electricals,Cons Durable,39.74,1.04,0.46,0.79
HCL Technologies,Technology,14.96,0.98,0.00,0.78
Ultratech Cement,Construction,38.39,0.78,0.00,0.78
HPCL,Energy,9.39,2.46,0.57,0.77
257. DSP Equity Savings Fund - Regular Plan
Reliance Industries,Energy,21.30,9.96,0.62,9.96
Bajaj Finance,Financial,47.90,5.52,0.62,5.52
HDFC Bank,Financial,29.02,8.21,2.12,4.65
India Grid Trust,Engineering,-,4.40,0.00,4.06
HDFC,Financial,34.47,4.80,0.00,3.35
ICICI Bank,Financial,54.53,3.27,0.00,2.29
IRB InvIT Fund,Construction,-,3.56,0.00,2.26
Indusind Bank,Financial,22.01,2.22,0.54,2.22
Voltas,Cons Durable,47.68,1.96,0.00,1.96
Ipca Laboratories,Healthcare,22.87,1.81,0.00,1.72
BPCL,Energy,19.54,1.47,0.53,1.47
Blue Star,Cons Durable,47.98,1.71,0.72,1.41
JSW Steel,Metals,8.45,4.36,1.06,1.26
Zee Entertainment,Services,13.11,1.16,0.00,1.16
V-Guard Industries,Cons Durable,56.73,1.34,0.50,1.14
Quess Corp,Financial,26.84,1.51,0.59,0.95
Marico,FMCG,43.21,0.92,0.00,0.92
ICICI Lombard General Insurance,Financial,55.14,0.88,0.00,0.86
Bajaj Finserv,Financial,34.76,0.82,0.00,0.82
NTPC,Energy,10.17,0.84,0.00,0.82
Bharat Electronics,Engineering,14.27,1.22,0.24,0.80
Crompton Greaves Consumer Electricals,Cons Durable,39.74,1.04,0.46,0.79
HCL Technologies,Technology,14.96,0.98,0.00,0.78
Ultratech Cement,Construction,38.39,0.78,0.00,0.78
HPCL,Energy,9.39,2.46,0.57,0.77
258. DSP Focus Fund
HDFC Bank,Financial,29.02,13.82,7.80,13.82
ICICI Bank,Financial,54.53,10.09,1.78,9.68
Bajaj Finance,Financial,47.90,7.38,2.89,7.38
Reliance Industries,Energy,21.30,8.92,0.00,7.07
Larsen & Toubro,Construction,21.94,8.62,0.00,6.49
ITC,FMCG,23.98,6.93,3.31,4.23
Whirlpool,Cons Durable,64.25,3.92,2.46,3.92
Coromandel International,Chemicals,15.86,4.45,0.00,3.84
Maruti Suzuki India,Automobile,31.85,8.57,3.76,3.76
Shree Cement,Construction,53.69,3.82,2.32,3.36
SBI Life Insurance Company,Financial,80.40,3.70,0.00,2.68
Ultratech Cement,Construction,38.39,2.93,1.09,2.64
ICICI Lombard General Insurance,Financial,55.14,3.58,0.00,2.41
Indusind Bank,Financial,22.01,6.89,2.39,2.39
Tata Steel,Metals,4.79,5.27,0.00,2.31
HDFC,Financial,34.47,3.98,0.00,2.20
Eicher Motors,Automobile,27.11,3.18,1.56,2.14
Dr. Reddy's Lab,Healthcare,21.63,2.38,0.00,2.11
Havells India,Engineering,55.62,3.21,2.00,2.09
HDFC Life Insurance,Financial,93.40,1.86,0.00,1.86
HDFC Asset Management Company,Financial,62.77,1.72,0.00,1.72
Hindalco Inds.,Metals,51.26,4.13,0.00,1.39
Sun Pharmaceutical Inds.,Healthcare,32.01,3.79,0.00,1.36
Ahluwalia Contracts,Construction,18.06,1.51,0.00,1.29
BPCL,Energy,19.54,4.27,0.59,1.12
259. DSP Focus Fund - Direct Plan
HDFC Bank,Financial,29.02,13.82,7.80,13.82
ICICI Bank,Financial,54.53,10.09,1.78,9.68
Bajaj Finance,Financial,47.90,7.38,2.89,7.38
Reliance Industries,Energy,21.30,8.92,0.00,7.07
Larsen & Toubro,Construction,21.94,8.62,0.00,6.49
ITC,FMCG,23.98,6.93,3.31,4.23
Whirlpool,Cons Durable,64.25,3.92,2.46,3.92
Coromandel International,Chemicals,15.86,4.45,0.00,3.84
Maruti Suzuki India,Automobile,31.85,8.57,3.76,3.76
Shree Cement,Construction,53.69,3.82,2.32,3.36
SBI Life Insurance Company,Financial,80.40,3.70,0.00,2.68
Ultratech Cement,Construction,38.39,2.93,1.09,2.64
ICICI Lombard General Insurance,Financial,55.14,3.58,0.00,2.41
Indusind Bank,Financial,22.01,6.89,2.39,2.39
Tata Steel,Metals,4.79,5.27,0.00,2.31
HDFC,Financial,34.47,3.98,0.00,2.20
Eicher Motors,Automobile,27.11,3.18,1.56,2.14
Dr. Reddy's Lab,Healthcare,21.63,2.38,0.00,2.11
Havells India,Engineering,55.62,3.21,2.00,2.09
HDFC Life Insurance,Financial,93.40,1.86,0.00,1.86
HDFC Asset Management Company,Financial,62.77,1.72,0.00,1.72
Hindalco Inds.,Metals,51.26,4.13,0.00,1.39
Sun Pharmaceutical Inds.,Healthcare,32.01,3.79,0.00,1.36
Ahluwalia Contracts,Construction,18.06,1.51,0.00,1.29
BPCL,Energy,19.54,4.27,0.59,1.12
260. DSP Global Allocation Fund - Direct Plan
BlackRock Global Allocation,-,-,-,-,96.14
261. DSP Global Allocation Fund - Regular Plan
BlackRock Global Allocation,-,-,-,-,96.14
262. DSP Healthcare Fund - Direct Plan
Sun Pharmaceutical Inds.,Healthcare,32.01,14.33,6.54,12.25
Ipca Laboratories,Healthcare,22.87,10.17,6.13,9.95
Dr. Reddy's Lab,Healthcare,21.63,10.10,5.33,8.94
Divi's Laboratories,Healthcare,34.64,7.09,3.98,6.91
Apollo Hospitals,Healthcare,65.95,5.97,3.97,5.96
JB Chemicals & Pharma,Healthcare,14.58,4.97,4.01,4.75
Indoco Remedies,Healthcare,123.46,4.97,3.82,4.54
Max India,Financial,0.00,4.49,2.18,3.84
Unichem Laboratories,Healthcare,47.28,4.31,3.60,3.78
Procter & Gamble Health,Healthcare,52.41,3.86,0.00,3.74
Jubilant Life Sciences,Healthcare,16.21,3.71,2.48,3.71
Alembic Pharmaceuticals,Healthcare,16.30,3.56,2.76,3.38
Abbott India,Healthcare,47.55,3.10,0.00,3.10
Ajanta Pharma,Healthcare,22.38,3.16,2.54,3.09
Alkem Laboratories,Healthcare,28.99,5.53,2.84,3.05
Abbott Laboratories,Healthcare,-,-,-,2.97
Abiomed Inc,Healthcare,-,-,-,2.78
Syngene International,Healthcare,39.69,2.86,1.97,2.71
Torrent Pharmaceuticals,Healthcare,58.13,2.87,2.50,2.51
Aarti Drugs,Healthcare,13.35,3.16,2.45,2.45
Dr. Lal Pathlabs,Healthcare,58.40,2.03,1.27,2.03
ICICI Lombard General Insurance,Financial,55.14,2.17,1.54,1.54
263. DSP Healthcare Fund - Regular Plan
Sun Pharmaceutical Inds.,Healthcare,32.01,14.33,6.54,12.25
Ipca Laboratories,Healthcare,22.87,10.17,6.13,9.95
Dr. Reddy's Lab,Healthcare,21.63,10.10,5.33,8.94
Divi's Laboratories,Healthcare,34.64,7.09,3.98,6.91
Apollo Hospitals,Healthcare,65.95,5.97,3.97,5.96
JB Chemicals & Pharma,Healthcare,14.58,4.97,4.01,4.75
Indoco Remedies,Healthcare,123.46,4.97,3.82,4.54
Max India,Financial,0.00,4.49,2.18,3.84
Unichem Laboratories,Healthcare,47.28,4.31,3.60,3.78
Procter & Gamble Health,Healthcare,52.41,3.86,0.00,3.74
Jubilant Life Sciences,Healthcare,16.21,3.71,2.48,3.71
Alembic Pharmaceuticals,Healthcare,16.30,3.56,2.76,3.38
Abbott India,Healthcare,47.55,3.10,0.00,3.10
Ajanta Pharma,Healthcare,22.38,3.16,2.54,3.09
Alkem Laboratories,Healthcare,28.99,5.53,2.84,3.05
Abbott Laboratories,Healthcare,-,-,-,2.97
Abiomed Inc,Healthcare,-,-,-,2.78
Syngene International,Healthcare,39.69,2.86,1.97,2.71
Torrent Pharmaceuticals,Healthcare,58.13,2.87,2.50,2.51
Aarti Drugs,Healthcare,13.35,3.16,2.45,2.45
Dr. Lal Pathlabs,Healthcare,58.40,2.03,1.27,2.03
ICICI Lombard General Insurance,Financial,55.14,2.17,1.54,1.54
264. DSP Midcap Fund - Direct Plan
Divi's Laboratories,Healthcare,34.64,3.81,0.00,3.64
Supreme Industries,Chemicals,38.16,3.61,0.39,3.58
HDFC Bank,Financial,29.02,3.73,1.41,3.42
City Union Bank,Financial,21.64,3.43,0.00,3.41
SRF,Diversified,23.36,4.67,2.65,3.21
Voltas,Cons Durable,47.68,3.14,0.00,3.11
Exide Industries,Engineering,17.81,5.88,1.38,3.10
Jubilant FoodWorks,Services,62.08,3.06,0.00,3.06
Bata India,FMCG,65.80,3.04,0.00,3.04
Ipca Laboratories,Healthcare,22.87,3.31,1.75,2.85
The Ramco Cements,Construction,31.46,3.79,1.02,2.83
PI Industries,Chemicals,43.36,3.03,0.00,2.80
Atul,Chemicals,26.68,3.21,2.05,2.68
Solar Industries,Chemicals,37.31,3.22,0.00,2.63
Manappuram Finance,Financial,13.68,4.20,0.98,2.53
Coromandel International,Chemicals,15.86,2.71,1.42,2.43
AIA Engineering,Metals,29.68,2.89,0.00,2.39
SBI Life Insurance Company,Financial,80.40,2.34,0.00,2.20
Max Financial Services,Financial,78.27,2.59,0.77,2.14
Alkem Laboratories,Healthcare,28.99,3.14,1.47,1.97
Phoenix Mills,Construction,23.14,2.05,0.00,1.91
Siemens,Engineering,58.60,1.91,0.00,1.91
Eicher Motors,Automobile,27.11,1.80,0.00,1.80
Balkrishna Industries,Automobile,22.10,1.76,0.00,1.76
Cummins India,Engineering,23.71,2.34,0.78,1.75
265. DSP Midcap Fund - Regular Plan
Divi's Laboratories,Healthcare,34.64,3.81,0.00,3.64
Supreme Industries,Chemicals,38.16,3.61,0.39,3.58
HDFC Bank,Financial,29.02,3.73,1.41,3.42
City Union Bank,Financial,21.64,3.43,0.00,3.41
SRF,Diversified,23.36,4.67,2.65,3.21
Voltas,Cons Durable,47.68,3.14,0.00,3.11
Exide Industries,Engineering,17.81,5.88,1.38,3.10
Jubilant FoodWorks,Services,62.08,3.06,0.00,3.06
Bata India,FMCG,65.80,3.04,0.00,3.04
Ipca Laboratories,Healthcare,22.87,3.31,1.75,2.85
The Ramco Cements,Construction,31.46,3.79,1.02,2.83
PI Industries,Chemicals,43.36,3.03,0.00,2.80
Atul,Chemicals,26.68,3.21,2.05,2.68
Solar Industries,Chemicals,37.31,3.22,0.00,2.63
Manappuram Finance,Financial,13.68,4.20,0.98,2.53
Coromandel International,Chemicals,15.86,2.71,1.42,2.43
AIA Engineering,Metals,29.68,2.89,0.00,2.39
SBI Life Insurance Company,Financial,80.40,2.34,0.00,2.20
Max Financial Services,Financial,78.27,2.59,0.77,2.14
Alkem Laboratories,Healthcare,28.99,3.14,1.47,1.97
Phoenix Mills,Construction,23.14,2.05,0.00,1.91
Siemens,Engineering,58.60,1.91,0.00,1.91
Eicher Motors,Automobile,27.11,1.80,0.00,1.80
Balkrishna Industries,Automobile,22.10,1.76,0.00,1.76
Cummins India,Engineering,23.71,2.34,0.78,1.75
266. DSP Natural Resources and New Energy Fund - Direct Plan
BPCL,Energy,19.54,10.50,3.17,10.50
HPCL,Energy,9.39,9.11,4.48,8.21
Petronet LNG,Energy,19.10,10.11,0.00,8.09
Reliance Industries,Energy,21.30,11.81,5.85,7.75
Indian Oil Corp.,Energy,9.78,8.17,1.76,7.51
ONGC,Energy,6.78,9.96,0.00,7.31
Black Rock Global Funds - New Energy Fund,-,-,-,-,6.90
Hindalco Inds.,Metals,51.26,9.02,2.29,6.75
Coal India,Energy,7.07,9.00,0.91,5.98
GAIL,Energy,9.63,9.21,3.17,4.64
Vedanta,Metals,8.00,13.43,2.84,4.19
Tata Steel,Metals,4.79,10.20,3.93,3.93
