Company,Sector,PE,3Y High,3Y Low,% Assets
1. Aditya Birla Sun Life Arbitrage Fund
ICICI Bank,Financial,58.12,9.10,0.00,8.50
Bajaj Finance,Financial,47.80,5.19,1.26,5.19
Reliance Industries,Energy,22.00,9.20,0.00,4.89
Voltas,Cons Durable,47.05,4.05,1.20,4.05
Crompton Greaves Consumer Electricals,Cons Durable,34.89,3.47,0.00,3.47
Shree Cement,Construction,53.83,3.74,0.00,3.16
Kotak Mahindra Bank,Financial,36.71,3.46,0.00,3.02
The Ramco Cements,Construction,30.11,2.98,0.00,2.98
State Bank of India,Financial,27.65,4.93,0.00,2.90
Info Edge (India),Services,112.05,2.68,0.00,2.35
Axis Bank,Financial,47.47,5.57,0.00,2.23
Natco Pharma,Healthcare,17.58,4.21,1.79,2.22
Bandhan Bank,Financial,36.30,2.58,0.00,2.19
Titan Company,Cons Durable,80.30,2.07,0.00,2.07
Larsen & Toubro,Construction,21.55,2.38,0.00,2.06
Infosys,Technology,18.90,5.23,0.00,2.00
Atul,Chemicals,22.83,1.91,0.00,1.91
Bata India,FMCG,64.35,1.85,0.00,1.85
L&T Infotech,Technology,19.92,2.06,0.00,1.84
Aditya Birla Fashion and Retail,Services,48.39,1.72,0.00,1.72
Thermax,Engineering,40.67,1.64,0.00,1.64
RBL Bank,Financial,16.84,3.93,0.00,1.55
Nestle India,FMCG,85.42,1.48,0.00,1.48
Quess Corp,Financial,28.89,2.37,0.00,1.40
12. Aditya Birla Sun Life Equity Fund
ICICI Bank,Financial,58.12,9.76,0.00,9.76
HDFC Bank,Financial,29.03,9.67,4.51,9.67
Dr. Reddy's Lab,Healthcare,16.71,4.75,1.33,3.89
Bajaj Finance,Financial,47.80,3.21,1.13,3.21
Larsen & Toubro,Construction,21.55,3.14,0.00,3.14
Sun Pharmaceutical Inds.,Healthcare,34.46,3.81,0.00,3.12
Tech Mahindra,Technology,16.84,4.35,0.00,3.08
ITC,FMCG,23.12,4.59,1.48,3.03
Tata Chemicals,Chemicals,13.22,4.02,2.21,2.96
Infosys,Technology,18.90,4.08,0.91,2.75
Century Textiles & Inds.,Diversified,9.51,2.73,1.57,2.62
PVR,Services,56.36,2.67,0.00,2.53
State Bank of India,Financial,27.65,2.85,0.00,2.49
Tata Steel,Metals,5.36,3.96,0.74,2.35
HCL Technologies,Technology,15.46,3.68,1.10,2.23
Indusind Bank,Financial,22.97,3.30,1.84,2.21
Bharti Airtel,Communication,0.00,2.18,0.00,2.18
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,1.78
Hindalco Inds.,Metals,53.43,2.87,0.00,1.54
Bharat Forge,Automobile,21.11,2.70,0.00,1.52
ACC,Construction,15.78,1.76,0.31,1.48
Axis Bank,Financial,47.47,1.47,0.00,1.47
Reliance Industries,Energy,22.00,1.45,0.00,1.45
ICICI Lombard General Insurance,Financial,56.24,1.36,0.00,1.36
United Spirits,FMCG,62.44,2.38,0.55,1.36
13. Aditya Birla Sun Life Equity Hybrid '95 Fund
HDFC Bank,Financial,29.03,8.33,3.06,8.08
ICICI Bank,Financial,58.12,6.79,2.05,6.05
Infosys,Technology,18.90,4.34,1.92,4.22
Larsen & Toubro,Construction,21.55,2.81,0.46,2.81
ITC,FMCG,23.12,2.63,0.68,2.52
Reliance Industries,Energy,22.00,2.37,0.00,2.37
State Bank of India,Financial,27.65,3.11,0.28,2.29
Whirlpool,Cons Durable,65.40,2.03,0.29,2.03
Axis Bank,Financial,47.47,2.02,0.00,2.02
HDFC,Financial,34.52,1.85,0.00,1.85
Marico,FMCG,39.73,1.84,0.00,1.83
Indusind Bank,Financial,22.97,2.36,0.65,1.79
Kotak Mahindra Bank,Financial,36.71,1.63,0.81,1.52
Pfizer,Healthcare,36.06,1.39,0.51,1.39
Sun TV Network,Services,15.64,1.32,0.44,1.32
HCL Technologies,Technology,15.46,1.69,0.44,1.30
IRB InvIT Fund,Construction,-,1.65,0.00,1.26
Crompton Greaves Consumer Electricals,Cons Durable,34.89,1.12,0.36,1.12
Eris Lifesciences,Healthcare,19.18,1.82,0.00,1.06
Kansai Nerolac Paints,Chemicals,52.99,1.05,0.00,1.05
Bata India,FMCG,64.35,1.34,0.00,1.01
Tech Mahindra,Technology,16.84,1.57,0.05,1.01
Dabur India,FMCG,55.52,1.28,0.00,1.00
Alkem Laboratories,Healthcare,29.55,1.00,0.00,1.00
Ultratech Cement,Construction,37.38,0.93,0.00,0.93
14. Aditya Birla Sun Life Equity Savings Fund - Regular Plan
ITC,FMCG,23.12,7.40,0.46,6.38
Adani Power,Engineering,0.00,6.56,0.00,4.41
HDFC Bank,Financial,29.03,4.35,0.28,4.35
Adani Enterprises,Services,19.18,3.56,0.00,3.56
JSW Steel,Metals,8.52,4.20,0.00,3.36
Sun Pharmaceutical Inds.,Healthcare,34.46,3.63,1.03,2.36
Pfizer,Healthcare,36.06,2.32,0.00,2.32
Bandhan Bank,Financial,36.30,2.21,0.00,2.21
Kotak Mahindra Bank,Financial,36.71,2.01,0.00,2.01
Punjab National Bank,Financial,0.00,2.15,0.00,1.93
Whirlpool,Cons Durable,65.40,1.89,0.06,1.89
State Bank of India,Financial,27.65,3.42,0.65,1.88
Bajaj Finance,Financial,47.80,1.84,0.56,1.84
Honeywell Automation,Engineering,62.19,1.70,0.00,1.70
ICICI Bank,Financial,58.12,4.68,0.00,1.59
Thermax,Engineering,40.67,1.46,0.00,1.46
Atul,Chemicals,22.83,1.44,0.00,1.44
Shree Cement,Construction,53.83,1.62,0.00,1.42
Hindalco Inds.,Metals,53.43,1.72,0.00,1.35
Axis Bank,Financial,47.47,4.79,0.00,1.30
MRF,Automobile,24.95,1.28,0.00,1.28
Jubilant FoodWorks,Services,64.76,1.24,0.00,1.24
Dalmia Bharat,Construction,36.56,1.64,0.00,1.22
Bajaj Electricals,Cons Durable,26.80,1.62,0.00,1.21
Marico,FMCG,39.73,1.62,0.00,1.20
15. Aditya Birla Sun Life Financial Planning Fund FoF - Aggressive Plan
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,17.63
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,17.43
Aditya Birla SL India GenNext Direct-G,-,-,-,-,14.37
Aditya Birla SL Small Cap Direct-G,-,-,-,-,13.90
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,12.80
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,8.01
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,7.98
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,5.87
Aditya Birla SL Money Manager Direct-G,-,-,-,-,1.07
16. Aditya Birla Sun Life Financial Planning Fund FoF - Conservative Plan
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,27.08
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,15.51
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,14.75
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,8.54
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,8.43
Aditya Birla SL Money Manager Direct-G,-,-,-,-,6.83
Aditya Birla SL Small Cap Direct-G,-,-,-,-,6.73
Aditya Birla SL India GenNext Direct-G,-,-,-,-,5.38
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,3.86
17. Aditya Birla Sun Life Financial Planning Fund FoF - Prudent Plan
Aditya Birla SL Credit Risk Direct-G,-,-,-,-,18.94
Aditya Birla SL Focused Equity Direct-G,-,-,-,-,14.39
Aditya Birla Sun Life Equity Fund Direct-Growth,-,-,-,-,12.67
Aditya Birla SL Corporate Bond Direct-G,-,-,-,-,12.45
Aditya Birla SL Medium Term Direct Plan -Growth,-,-,-,-,11.59
Aditya Birla SL India GenNext Direct-G,-,-,-,-,10.36
Aditya Birla SL Small Cap Direct-G,-,-,-,-,9.94
Aditya Birla SL Pharma & Healthcare Fund Direct-G,-,-,-,-,5.20
Aditya Birla SL Money Manager Direct-G,-,-,-,-,2.35
18. Aditya Birla Sun Life Focused Equity Fund
HDFC Bank,Financial,29.03,10.52,4.86,10.24
ICICI Bank,Financial,58.12,9.41,3.93,8.58
Larsen & Toubro,Construction,21.55,5.63,0.92,5.63
Infosys,Technology,18.90,6.80,3.04,5.44
HDFC,Financial,34.52,6.61,1.65,5.36
ITC,FMCG,23.12,6.51,3.37,5.34
Reliance Industries,Energy,22.00,5.27,1.17,4.73
NTPC,Energy,10.22,4.19,0.83,3.90
Axis Bank,Financial,47.47,3.69,0.00,3.69
State Bank of India,Financial,27.65,5.74,0.00,3.62
Alkem Laboratories,Healthcare,29.55,3.31,0.00,3.31
Crompton Greaves Consumer Electricals,Cons Durable,34.89,3.12,1.19,3.12
HCL Technologies,Technology,15.46,3.79,1.72,2.97
Sun TV Network,Services,15.64,3.06,0.00,2.73
Indusind Bank,Financial,22.97,3.47,0.00,2.58
Grasim Industries,Construction,27.06,3.24,0.97,2.55
Kotak Mahindra Bank,Financial,36.71,3.72,0.00,2.47
Sun Pharmaceutical Inds.,Healthcare,34.46,2.96,0.00,2.36
ICICI Lombard General Insurance,Financial,56.24,2.24,0.00,2.24
Dabur India,FMCG,55.52,3.38,0.00,2.17
Bharti Airtel,Communication,0.00,2.09,0.00,2.09
SBI Life Insurance Company,Financial,81.48,3.58,0.00,2.05
M&M Financial Services,Financial,17.96,3.11,0.00,1.85
Tech Mahindra,Technology,16.84,2.72,0.71,1.82
NMDC,Metals,6.97,2.83,0.00,1.64
19. Aditya Birla Sun Life Frontline Equity Fund
HDFC Bank,Financial,29.03,10.49,4.33,10.29
ICICI Bank,Financial,58.12,8.69,3.59,8.44
Infosys,Technology,18.90,6.13,3.59,5.89
Reliance Industries,Energy,22.00,4.87,1.06,4.87
Larsen & Toubro,Construction,21.55,4.35,1.88,4.35
ITC,FMCG,23.12,5.04,3.31,3.84
HDFC,Financial,34.52,4.32,1.86,3.83
State Bank of India,Financial,27.65,4.47,1.50,3.37
Axis Bank,Financial,47.47,2.61,0.37,2.61
HCL Technologies,Technology,15.46,2.59,1.81,2.34
NTPC,Energy,10.22,2.49,1.24,2.34
Indusind Bank,Financial,22.97,2.66,1.65,1.98
Kotak Mahindra Bank,Financial,36.71,2.82,1.11,1.92
Tech Mahindra,Technology,16.84,2.35,1.03,1.78
ACC,Construction,15.78,1.63,0.11,1.63
Bajaj Finance,Financial,47.80,2.57,1.12,1.62
Bharti Airtel,Communication,0.00,1.83,0.00,1.51
Crompton Greaves Consumer Electricals,Cons Durable,34.89,1.96,1.23,1.47
ICICI Prudential Life Insurance Co. Ltd.,Financial,63.78,1.45,0.00,1.45
Indian Oil Corp.,Energy,12.02,2.57,0.58,1.26
Dabur India,FMCG,55.52,1.30,0.00,1.26
Sanofi India,Healthcare,39.66,1.50,0.76,1.26
Hindalco Inds.,Metals,53.43,2.51,0.11,1.20
Hindustan Unilever,FMCG,71.66,1.68,1.13,1.15
Coal India,Energy,6.98,1.32,0.00,1.13
20. Aditya Birla Sun Life Global Emerging Opportunities Fund
Julius Baer Equity Next Generation,-,-,-,-,97.51
21. Aditya Birla Sun Life Global Real Estate Fund - Retail Plan
ING Global Real Estate,-,-,-,-,97.20
22. Aditya Birla Sun Life Index Fund
HDFC Bank,Financial,29.03,9.70,5.76,9.31
Reliance Industries,Energy,22.00,9.30,3.98,8.02
HDFC,Financial,34.52,7.05,4.86,5.98
Infosys,Technology,18.90,5.82,3.58,5.38
ICICI Bank,Financial,58.12,5.29,3.35,4.92
ITC,FMCG,23.12,5.46,3.92,3.92
Tata Consultancy Services,Technology,25.50,4.63,2.49,3.88
Kotak Mahindra Bank,Financial,36.71,3.92,1.83,3.86
Larsen & Toubro,Construction,21.55,3.63,2.73,3.20
Hindustan Unilever,FMCG,71.66,2.54,1.39,2.49
Axis Bank,Financial,47.47,2.67,1.70,2.46
State Bank of India,Financial,27.65,2.73,1.83,1.83
Bajaj Finance,Financial,47.80,1.69,0.00,1.69
Maruti Suzuki India,Automobile,37.85,2.62,1.40,1.57
Asian Paints,Chemicals,65.46,1.40,0.96,1.40
Indusind Bank,Financial,22.97,2.10,1.25,1.25
Bharti Airtel,Communication,0.00,1.39,0.76,1.22
Nestle India,FMCG,85.42,1.05,0.00,1.05
HCL Technologies,Technology,15.46,1.30,0.94,1.03
Titan Company,Cons Durable,80.30,1.04,0.00,0.93
Bajaj Finserv,Financial,35.75,0.96,0.00,0.90
NTPC,Energy,10.22,1.14,0.78,0.90
Mahindra & Mahindra,Automobile,12.44,1.81,0.90,0.90
Power Grid Corporation,Energy,6.74,1.10,0.75,0.82
Ultratech Cement,Construction,37.38,0.97,0.69,0.80
23. Aditya Birla Sun Life India GenNext Fund
ICICI Bank,Financial,58.12,7.18,0.00,6.52
HDFC Bank,Financial,29.03,7.74,4.83,6.49
ITC,FMCG,23.12,5.66,3.00,5.34
HDFC,Financial,34.52,4.74,2.19,2.99
Colgate-Palmolive,FMCG,51.97,2.91,0.00,2.91
Kotak Mahindra Bank,Financial,36.71,3.31,2.48,2.79
Axis Bank,Financial,47.47,2.47,0.00,2.47
Britannia Inds.,FMCG,68.20,2.75,1.83,2.47
Whirlpool,Cons Durable,65.40,2.51,1.51,2.31
Bajaj Finserv,Financial,35.75,2.20,0.00,2.20
Asian Paints,Chemicals,65.46,2.51,0.44,1.85
Bajaj Finance,Financial,47.80,2.33,0.93,1.70
Marico,FMCG,39.73,2.13,0.00,1.69
Voltas,Cons Durable,47.05,1.99,1.33,1.66
Nestle India,FMCG,85.42,2.71,0.99,1.63
Apollo Hospitals,Healthcare,63.09,2.57,0.00,1.63
United Spirits,FMCG,62.44,2.42,1.05,1.61
ICICI Prudential Life Insurance Co. Ltd.,Financial,63.78,2.40,1.16,1.61
Century Textiles & Inds.,Diversified,9.51,3.88,1.45,1.52
Sun Pharmaceutical Inds.,Healthcare,34.46,2.32,0.00,1.50
Tata Global Beverages,FMCG,49.94,1.46,0.00,1.46
ACC,Construction,15.78,2.07,0.78,1.42
Titan Company,Cons Durable,80.30,2.17,0.55,1.42
Maruti Suzuki India,Automobile,37.85,5.14,1.41,1.41
Indusind Bank,Financial,22.97,3.96,1.06,1.39
24. Aditya Birla Sun Life Infrastructure Fund
Honeywell Automation,Engineering,62.19,7.79,3.34,7.07
Larsen & Toubro,Construction,21.55,5.13,0.00,5.13
Bharat Electronics,Engineering,15.02,5.09,0.00,5.09
NTPC,Energy,10.22,4.70,0.00,4.32
Coal India,Energy,6.98,4.23,0.00,4.23
PNC Infratech,Services,13.54,4.41,0.00,4.22
Ultratech Cement,Construction,37.38,4.04,0.00,4.04
Carborundum Universal,Metals,26.06,5.18,1.35,3.55
NCC,Construction,6.45,3.10,0.00,3.10
HDFC Bank,Financial,29.03,5.57,0.65,3.09
Grasim Industries,Construction,27.06,3.17,0.00,2.74
Orient Refractories Ltd.,Construction,29.22,2.76,1.58,2.73
Indraprastha Gas,Energy,33.12,4.42,2.32,2.71
KEC International,Engineering,14.03,2.83,1.17,2.54
Engineers India,Construction,18.80,2.46,0.00,2.46
Dalmia Bharat,Construction,36.56,2.86,0.00,2.30
HG Infra Engineering,Construction,8.75,2.35,0.00,2.29
Hindalco Inds.,Metals,53.43,4.04,0.00,2.23
Mahanagar Gas,Energy,16.94,2.71,1.66,2.09
Wabco India,Automobile,45.03,3.68,1.58,2.03
NMDC,Metals,6.97,2.63,0.00,1.94
Century Textiles & Inds.,Diversified,9.51,1.93,0.00,1.93
KNR Constructions,Construction,13.81,2.21,0.00,1.93
Ashoka Buildcon,Construction,9.98,2.99,1.55,1.89
Greaves Cotton,Engineering,20.09,2.56,1.20,1.73
25. Aditya Birla Sun Life International Equity Fund - Plan A
Mc DonaldS Corporation (US),Services,-,-,-,3.48
Enbridge Inc,Services,-,-,-,3.27
Western Union (US),Financial,-,-,-,3.06
Essilorluxottica,Construction,-,-,-,2.83
Microsoft Corportion (US),Technology,-,-,-,2.81
Guidewire Software Inc,Technology,-,-,-,2.81
The Walt Disney Company,Services,-,-,-,2.78
Berkshire Hathway Inc (US),Diversified,-,-,-,2.75
Intel Corporation (USA),Technology,-,-,-,2.69
Yum China Holdings Inc.,Services,-,-,-,2.57
Alphabet Inc Class A,Technology,-,-,-,2.50
Emerson Electric,Engineering,-,-,-,2.44
Toronto Dominion Bank,Financial,-,-,-,2.42
T Rowe Price Group,Financial,-,-,-,2.42
Royal Bank Of Canada,Financial,-,-,-,2.40
Caterpillar INC (US),Construction,-,-,-,2.32
Salesforce Com.,Technology,-,-,-,2.27
United Technologies (US),Diversified,-,-,-,2.27
Amazon. com Inc. (USA),Cons Durable,-,-,-,2.20
Medtronic,Healthcare,-,-,-,2.19
Amgen Inc. (USA),Healthcare,-,-,-,2.19
Facebook Co,Technology,-,-,-,2.17
Unilever PLC,FMCG,-,-,-,2.16
Unilever NV,FMCG,-,-,-,2.14
Bank of New York Mellon (US),Financial,-,-,-,2.14
26. Aditya Birla Sun Life International Equity Fund - Plan B
HDFC Bank,Financial,29.03,10.26,6.42,9.49
HDFC,Financial,34.52,7.16,0.00,6.43
VST Industries,FMCG,24.89,3.25,1.21,3.25
Reliance Industries,Energy,22.00,4.48,0.00,2.91
ICICI Bank,Financial,58.12,3.89,1.55,2.75
Orient Refractories Ltd.,Construction,29.22,2.78,1.20,2.59
Kotak Mahindra Bank,Financial,36.71,2.51,0.00,2.51
Bharat Electronics,Engineering,15.02,6.02,0.00,2.06
Repco Home Finance Ltd.,Financial,8.14,4.13,1.99,1.99
Sanofi India,Healthcare,39.66,1.98,1.00,1.87
Tata Consultancy Services,Technology,25.50,2.04,0.00,1.87
Indusind Bank,Financial,22.97,4.12,1.70,1.76
IFGL Refractories,Construction,20.84,2.63,0.00,1.71
Dalmia Bharat,Construction,36.56,2.31,0.00,1.65
V-Mart Retail,Services,89.97,3.27,0.48,1.64
Amazon. com Inc. (USA),Cons Durable,-,-,-,1.55
Crompton Greaves Consumer Electricals,Cons Durable,34.89,1.48,0.71,1.48
Hindalco Inds.,Metals,53.43,1.88,0.00,1.43
Aditya Birla Fashion and Retail,Services,48.39,1.40,0.00,1.38
Bosch,Automobile,31.18,1.77,0.00,1.30
City Union Bank,Financial,22.15,1.28,0.51,1.28
Shriram City Union Finance,Financial,8.23,2.32,1.19,1.19
Ultratech Cement,Construction,37.38,1.12,0.00,1.10
State Bank of India,Financial,27.65,1.41,0.00,1.10
Tech Mahindra,Technology,16.84,1.78,0.00,1.10
27. Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan
GSK Consumer Healthcare,FMCG,37.71,6.39,2.59,6.39
MRF,Automobile,24.95,5.08,2.59,5.08
Reliance Industries,Energy,22.00,4.75,0.00,4.75
Heidelberg Cement India,Construction,16.39,4.31,1.24,4.03
Kansai Nerolac Paints,Chemicals,52.99,3.84,2.27,3.84
ITC,FMCG,23.12,4.59,2.45,3.71
Century Textiles & Inds.,Diversified,9.51,3.83,2.37,3.65
Hindustan Zinc,Metals,10.84,4.38,2.45,3.49
Maruti Suzuki India,Automobile,37.85,9.94,2.76,3.35
Bharat Electronics,Engineering,15.02,3.73,2.02,3.19
Asian Paints,Chemicals,65.46,5.21,2.39,3.14
Voltas,Cons Durable,47.05,3.24,1.36,3.03
Tata Chemicals,Chemicals,13.22,6.94,2.80,2.89
Hindustan Unilever,FMCG,71.66,5.91,0.00,2.83
Sun Pharmaceutical Inds.,Healthcare,34.46,3.67,0.00,2.78
Rallis India,Chemicals,20.08,2.75,1.70,2.65
AIA Engineering,Metals,29.01,2.60,1.43,2.54
Tata Steel,Metals,5.36,3.48,1.59,2.48
United Breweries,FMCG,65.36,2.55,0.96,2.40
Dr. Reddy's Lab,Healthcare,16.71,2.35,1.25,2.35
Hero Motocorp,Automobile,14.89,2.26,1.77,2.15
Greaves Cotton,Engineering,20.09,2.26,1.51,2.07
Vedanta,Metals,8.26,5.26,1.91,2.06
Dabur India,FMCG,55.52,2.94,0.00,1.99
Titan Company,Cons Durable,80.30,1.82,0.00,1.82
28. Aditya Birla Sun Life Mid Cap Fund
GFL,Chemicals,0.78,5.40,0.92,5.04
TeamLease Services,Services,52.08,5.60,0.87,3.78
Century Textiles & Inds.,Diversified,9.51,3.38,0.92,3.17
Pfizer,Healthcare,36.06,3.06,0.00,3.06
Crompton Greaves Consumer Electricals,Cons Durable,34.89,3.00,1.54,3.00
KEC International,Engineering,14.03,3.50,1.11,2.98
Cholamandalam Financial Holdings,Financial,132.38,3.98,0.00,2.94
Federal Bank,Financial,11.30,3.79,1.81,2.85
Gujarat State Petronet,Energy,14.06,4.49,2.01,2.83
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,2.83
Mahindra CIE Automotive,Metals,0.00,3.94,2.06,2.67
DCB Bank,Financial,15.96,4.08,0.00,2.53
Indusind Bank,Financial,22.97,2.41,0.00,2.41
Voltas,Cons Durable,47.05,2.37,1.06,2.37
MRF,Automobile,24.95,3.25,1.78,2.34
Bharat Electronics,Engineering,15.02,2.90,0.00,2.30
Gruh Finance,Financial,52.02,2.65,0.00,2.29
Petronet LNG,Energy,15.92,2.77,1.02,2.28
Coromandel International,Chemicals,16.81,2.37,0.00,2.22
Tata Power,Energy,23.99,2.32,0.00,2.18
PNC Infratech,Services,13.54,2.33,0.52,2.08
Alkem Laboratories,Healthcare,29.55,2.09,0.00,2.07
Sanofi India,Healthcare,39.66,2.26,0.00,2.05
Emami,FMCG,47.06,1.96,0.00,1.89
Apollo Hospitals,Healthcare,63.09,2.08,0.00,1.82
29. Aditya Birla Sun Life MNC Fund
Honeywell Automation,Engineering,62.19,10.85,6.02,10.59
Gillette,FMCG,102.45,9.53,6.98,8.67
Pfizer,Healthcare,36.06,9.38,5.21,8.63
Kotak Mahindra Bank,Financial,36.71,8.54,4.83,8.54
Bayer CropScience,Healthcare,111.69,8.36,5.42,6.40
Glaxosmithkline Pharma,Healthcare,33.25,6.55,4.42,6.34
Kansai Nerolac Paints,Chemicals,52.99,4.80,2.76,4.80
Bata India,FMCG,64.35,4.70,1.58,4.70
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,58.54,6.57,3.97,4.21
IDFC First Bank,Financial,0.00,5.59,0.00,4.05
Thomas Cook (India),Services,132.63,6.38,3.86,3.87
Hindustan Unilever,FMCG,71.66,3.93,2.58,3.84
P&G Hygiene & Health Care,FMCG,93.87,3.62,1.99,3.62
ICRA,Financial,28.98,7.25,3.45,3.45
Maruti Suzuki India,Automobile,37.85,6.82,2.76,3.14
Bosch,Automobile,31.18,7.89,2.60,2.60
Schaeffler India,Engineering,34.77,2.22,1.56,1.56
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,1.22
Colgate-Palmolive,FMCG,51.97,1.15,0.84,1.15
Wabco India,Automobile,45.03,1.57,1.02,1.07
CRISIL,Financial,31.33,1.36,0.93,0.96
Cummins India,Engineering,23.38,2.25,0.79,0.79
ACC,Construction,15.78,0.86,0.60,0.65
Nestle India,FMCG,85.42,0.64,0.31,0.64
Quess Corp,Financial,28.89,1.10,0.40,0.40
30. Aditya Birla Sun Life Nifty ETF Fund
HDFC Bank,Financial,29.03,11.25,7.68,11.25
Reliance Industries,Energy,22.00,10.08,5.33,9.67
HDFC,Financial,34.52,8.26,6.48,7.23
Infosys,Technology,18.90,6.86,4.56,6.24
ICICI Bank,Financial,58.12,6.01,4.26,5.95
ITC,FMCG,23.12,7.41,4.67,4.75
Tata Consultancy Services,Technology,25.50,5.53,3.38,4.67
Kotak Mahindra Bank,Financial,36.71,4.65,2.41,4.65
Larsen & Toubro,Construction,21.55,4.22,3.48,3.83
Hindustan Unilever,FMCG,71.66,3.16,1.86,3.03
Axis Bank,Financial,47.47,3.27,2.13,2.92
State Bank of India,Financial,27.65,3.02,2.19,2.19
Bajaj Finance,Financial,47.80,2.05,0.00,2.05
Maruti Suzuki India,Automobile,37.85,3.25,1.60,1.90
Asian Paints,Chemicals,65.46,1.69,1.22,1.69
Indusind Bank,Financial,22.97,2.40,1.51,1.60
Bharti Airtel,Communication,0.00,1.76,0.92,1.48
HCL Technologies,Technology,15.46,1.53,1.22,1.25
Titan Company,Cons Durable,80.30,1.17,0.00,1.14
Bajaj Finserv,Financial,35.75,1.12,0.00,1.12
NTPC,Energy,10.22,1.33,0.84,1.09
Mahindra & Mahindra,Automobile,12.44,2.11,1.08,1.08
Nestle India,FMCG,85.42,1.04,0.00,1.04
Power Grid Corporation,Energy,6.74,1.43,0.91,0.98
Ultratech Cement,Construction,37.38,1.23,0.87,0.96
31. Aditya Birla Sun Life Nifty Next 50 ETF - Regular Plan
SBI Life Insurance Company,Financial,81.48,4.24,1.08,4.24
HDFC Life Insurance,Financial,91.96,4.09,1.82,4.09
Godrej Consumer Products,FMCG,32.18,4.63,3.36,3.55
Dabur India,FMCG,55.52,4.02,3.22,3.44
HPCL,Energy,9.55,3.48,0.00,3.09
Pidilite Industries,Chemicals,72.52,3.07,2.54,2.99
Shree Cement,Construction,53.83,4.20,2.97,2.97
Divi's Laboratories,Healthcare,34.66,3.19,0.00,2.89
Marico,FMCG,39.73,3.03,2.59,2.77
Colgate-Palmolive,FMCG,51.97,2.74,2.17,2.74
United Spirits,FMCG,62.44,2.83,2.38,2.72
Petronet LNG,Energy,15.92,2.93,2.53,2.70
Avenue Supermarts,Services,108.68,2.69,1.98,2.69
ICICI Lombard General Insurance,Financial,56.24,2.92,1.19,2.64
Bajaj Holdings & Inv,Financial,12.55,2.87,0.00,2.60
Interglobe Aviation,Services,60.52,2.46,1.69,2.46
Havells India,Engineering,56.83,2.88,2.40,2.46
Piramal Enterprises,Healthcare,16.93,3.59,2.35,2.35
Lupin,Healthcare,49.04,3.36,2.26,2.34
ICICI Prudential Life Insurance Co. Ltd.,Financial,63.78,2.33,1.38,2.33
Container Corp.,Services,66.40,2.33,1.94,2.33
Aurobindo Pharma,Healthcare,11.06,3.55,2.33,2.33
Shriram Transport Finance,Financial,9.33,2.72,2.05,2.19
Ambuja Cements,Construction,16.16,2.52,2.11,2.11
United Breweries,FMCG,65.36,2.35,0.00,2.10
32. Aditya Birla Sun Life Pharma & Healthcare Fund - Regular Plan
Sun Pharmaceutical Inds.,Healthcare,34.46,12.47,10.24,10.57
Lupin,Healthcare,49.04,9.19,8.09,8.09
Aurobindo Pharma,Healthcare,11.06,6.47,0.00,6.47
Alkem Laboratories,Healthcare,29.55,5.89,3.86,5.89
Divi's Laboratories,Healthcare,34.66,7.86,5.44,5.47
Atul,Chemicals,22.83,5.31,3.67,5.31
Cipla,Healthcare,24.32,5.18,4.96,5.18
Apollo Hospitals,Healthcare,63.09,5.28,4.79,4.79
Torrent Pharmaceuticals,Healthcare,55.01,4.98,4.68,4.68
Dr. Reddy's Lab,Healthcare,16.71,4.73,4.51,4.67
Zydus Wellness,FMCG,43.37,3.48,3.25,3.48
Metropolis Healthcare,Healthcare,59.69,3.20,2.72,3.20
Pfizer,Healthcare,36.06,3.18,0.00,3.18
Natco Pharma,Healthcare,17.58,3.14,2.95,3.14
Eris Lifesciences,Healthcare,19.18,3.10,2.66,3.10
Sanofi India,Healthcare,39.66,4.02,2.86,2.86
Alembic Pharmaceuticals,Healthcare,16.11,3.05,2.78,2.79
Biocon,Healthcare,34.64,2.92,2.71,2.71
Strides Pharma Science,Healthcare,7.15,3.35,2.52,2.52
Dishman Carbogen Amcis,Healthcare,9.34,3.17,2.38,2.38
ICICI Lombard General Insurance,Financial,56.24,2.11,0.00,2.11
33. Aditya Birla Sun Life Pure Value Fund
Reliance Industries,Energy,22.00,7.94,0.00,7.55
Adani Ports and Special Economic Zone,Services,18.30,3.68,0.00,3.67
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,3.64
Gujarat Alkalies & Chem,Chemicals,5.21,5.04,0.00,2.61
