Company,Sector,PE,3Y High,3Y Low,% Assets
1. Aditya Birla Sun Life Arbitrage Fund
Kansai Nerolac Paints,Chemicals,60.53,1.87,1.01,1.87
HDFC Bank,Financial,29.04,1.90,1.29,1.58
Sundaram-Clayton,Automobile,37.82,2.08,1.22,1.53
Bata India,FMCG,65.48,1.29,0.89,1.29
ICICI Bank,Financial,54.60,1.31,0.95,1.18
Biocon,Healthcare,31.24,1.51,1.04,1.17
Shree Cement,Construction,53.30,1.52,1.09,1.09
P&G Hygiene & Health Care,FMCG,92.69,1.07,0.57,1.07
MRF,Automobile,24.70,1.08,0.76,1.05
Bharat Bijlee,Engineering,12.96,1.27,0.00,1.01
Century Textiles & Inds.,Diversified,10.55,1.14,0.99,0.99
Axis Bank,Financial,45.35,0.96,0.77,0.86
43. Aditya Birla Sun Life Retirement Fund - The 50s Plan - Regular Plan
44. Aditya Birla Sun Life Sensex ETF
HDFC Bank,Financial,29.04,13.30,2.46,13.30
Reliance Industries,Energy,21.03,11.32,1.58,10.87
HDFC,Financial,34.78,9.78,2.39,8.61
Infosys,Technology,17.88,8.25,5.08,7.71
ICICI Bank,Financial,54.60,7.09,3.90,7.00
ITC,FMCG,24.06,9.25,1.47,5.57
Tata Consultancy Services,Technology,24.03,6.16,0.70,5.53
Kotak Mahindra Bank,Financial,37.46,4.89,0.00,4.89
Larsen & Toubro,Construction,21.91,5.20,2.48,4.61
Hindustan Unilever,FMCG,70.14,5.00,2.34,3.54
Axis Bank,Financial,45.35,3.84,2.85,3.03
State Bank of India,Financial,30.54,3.41,0.44,2.53
Bajaj Finance,Financial,47.42,2.41,0.00,2.41
Maruti Suzuki India,Automobile,32.29,3.81,1.84,2.22
Indusind Bank,Financial,22.19,3.33,0.00,2.03
Asian Paints,Chemicals,65.48,6.36,1.50,1.98
Bharti Airtel,Communication,0.00,7.12,1.09,1.55
HCL Technologies,Technology,14.98,1.66,0.00,1.47
Mahindra & Mahindra,Automobile,12.49,5.89,1.28,1.28
Power Grid Corporation,Energy,7.05,4.77,1.09,1.17
Tech Mahindra,Technology,16.09,1.10,0.00,1.09
Sun Pharmaceutical Inds.,Healthcare,31.92,3.60,1.08,1.08
NTPC,Energy,10.18,1.40,0.17,1.06
Bajaj Auto,Automobile,18.68,1.52,0.43,1.02
ONGC,Energy,6.74,5.04,0.86,0.90
45. Aditya Birla Sun Life Small Cap Fund
Aditya Birla SL Overnight Fund Direct-G,-,-,-,-,8.94
DCB Bank,Financial,15.79,4.71,0.00,3.32
KEC International,Engineering,14.03,3.69,2.00,3.30
Deepak Nitrite,Chemicals,20.84,3.39,0.00,3.21
INOX Leisure,Services,29.50,2.96,1.24,2.96
Cholamandalam Financial Holdings,Financial,130.14,2.96,0.00,2.96
PNC Infratech,Services,13.71,3.91,1.89,2.88
Satin Creditcare Network,Financial,6.08,2.83,0.00,2.83
Federal Bank,Financial,10.94,2.99,0.00,2.42
Mahindra CIE Automotive,Metals,241.86,3.07,1.25,2.33
Tata Metaliks,Metals,9.32,2.45,0.00,2.16
TeamLease Services,Services,54.04,2.09,0.00,2.09
Equitas Holdings,Financial,346.44,2.52,0.00,2.09
Ipca Laboratories,Healthcare,22.91,2.27,0.00,2.02
Jyothy Labs,FMCG,31.53,2.67,1.43,1.99
Gujarat State Petronet,Energy,14.02,3.25,0.00,1.94
V-Guard Industries,Cons Durable,56.37,2.71,1.10,1.91
BEML,Engineering,31.20,1.93,0.00,1.81
Security and Intelligence Services,Services,27.31,2.41,0.00,1.81
Tube Investments Of India,Automobile,26.69,2.64,0.00,1.72
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,56.84,2.94,0.00,1.71
Welspun India,Textiles,16.86,2.28,0.00,1.69
Bajaj Electricals,Cons Durable,27.93,2.23,0.00,1.64
Cyient,Technology,10.15,2.91,1.55,1.61
Cadila Healthcare,Healthcare,14.99,1.56,0.00,1.56
46. Aditya Birla Sun Life Tax Plan
Honeywell Automation,Engineering,66.64,9.21,4.54,9.21
Reliance Industries,Energy,21.03,8.49,2.24,8.49
Gillette,FMCG,100.61,7.54,3.03,6.73
HDFC,Financial,34.78,6.95,1.51,6.67
Pfizer,Healthcare,33.24,6.49,2.51,5.60
Kotak Mahindra Bank,Financial,37.46,4.72,2.76,4.72
Glaxosmithkline Pharma,Healthcare,29.63,5.76,2.44,4.32
Bayer CropScience,Healthcare,100.54,6.35,4.19,4.19
Larsen & Toubro,Construction,21.91,4.76,1.07,4.13
HDFC Bank,Financial,29.04,2.80,1.54,2.80
IDFC First Bank,Financial,0.00,3.24,0.00,2.62
Thomas Cook (India),Services,115.85,5.04,2.53,2.53
Kansai Nerolac Paints,Chemicals,60.53,2.50,0.86,2.50
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,56.84,5.12,2.43,2.43
Shopper's Stop,Services,48.48,3.72,1.88,2.34
Shree Cement,Construction,53.30,2.40,1.19,2.17
Sundaram-Clayton,Automobile,37.82,10.17,1.84,1.96
ICICI Bank,Financial,54.60,1.98,1.16,1.85
Tata Consultancy Services,Technology,24.03,1.99,1.05,1.77
Bata India,FMCG,65.48,1.73,0.89,1.73
Biocon,Healthcare,31.24,3.54,1.64,1.64
ICRA,Financial,25.27,4.04,1.47,1.60
MRF,Automobile,24.70,3.66,1.21,1.58
Indusind Bank,Financial,22.19,2.35,1.16,1.44
Bosch,Automobile,29.75,3.21,1.42,1.42
47. Aditya Birla Sun Life Tax Relief 96
Honeywell Automation,Engineering,66.64,8.83,4.56,8.83
Reliance Industries,Energy,21.03,8.78,2.33,8.78
HDFC,Financial,34.78,7.10,1.50,7.10
Gillette,FMCG,100.61,7.48,3.01,6.82
Pfizer,Healthcare,33.24,6.45,2.50,5.96
Kotak Mahindra Bank,Financial,37.46,4.73,2.73,4.73
Glaxosmithkline Pharma,Healthcare,29.63,5.60,2.37,4.62
Bayer CropScience,Healthcare,100.54,6.22,4.28,4.45
Larsen & Toubro,Construction,21.91,4.50,1.06,4.35
IDFC First Bank,Financial,0.00,3.17,0.00,2.75
Thomas Cook (India),Services,115.85,5.05,2.68,2.68
Kansai Nerolac Paints,Chemicals,60.53,2.63,0.90,2.63
HDFC Bank,Financial,29.04,2.64,1.38,2.57
Johnson Controls - Hitachi Air Conditioning India,Cons Durable,56.84,5.19,2.38,2.57
Shopper's Stop,Services,48.48,3.75,1.91,2.56
Sundaram-Clayton,Automobile,37.82,9.79,1.81,1.98
Shree Cement,Construction,53.30,2.20,1.11,1.78
ICICI Bank,Financial,54.60,2.11,1.12,1.75
Bata India,FMCG,65.48,1.70,0.89,1.70
Biocon,Healthcare,31.24,3.49,1.61,1.61
MRF,Automobile,24.70,3.46,1.13,1.47
P&G Hygiene & Health Care,FMCG,92.69,1.38,0.83,1.38
Century Textiles & Inds.,Diversified,10.55,2.14,0.72,1.34
ICRA,Financial,25.27,4.03,1.34,1.34
Tata Consultancy Services,Technology,24.03,2.09,1.04,1.32
48. Axis Arbitrage Fund - Regular Plan
Bajaj Finance,Financial,47.42,10.03,0.00,10.03
HDFC,Financial,34.78,9.60,0.00,8.14
Tata Consultancy Services,Technology,24.03,8.36,0.00,7.60
Reliance Industries,Energy,21.03,9.71,0.00,7.13
Maruti Suzuki India,Automobile,32.29,5.44,0.00,5.44
Bharti Airtel,Communication,0.00,3.89,0.00,3.74
United Spirits,FMCG,58.14,3.21,0.00,2.27
Larsen & Toubro,Construction,21.91,5.81,0.00,2.14
Kotak Mahindra Bank,Financial,37.46,5.41,0.00,2.11
Sun Pharmaceutical Inds.,Healthcare,31.92,9.16,0.00,2.09
Divi's Laboratories,Healthcare,34.53,9.58,0.00,1.86
Motherson Sumi Systems,Automobile,22.61,6.24,0.00,1.82
Infosys,Technology,17.88,2.72,0.00,1.08
Hindustan Unilever,FMCG,70.14,4.43,0.00,1.05
Vedanta,Metals,7.89,2.21,0.00,1.02
ITC,FMCG,24.06,3.76,0.00,0.89
Tech Mahindra,Technology,16.09,1.94,0.00,0.66
Cipla,Healthcare,23.59,7.82,0.00,0.58
Asian Paints,Chemicals,65.48,1.66,0.00,0.57
Titan Company,Cons Durable,83.39,2.20,0.00,0.55
Pidilite Industries,Chemicals,68.83,3.14,0.00,0.50
Adani Power,Engineering,0.00,0.75,0.00,0.49
Ultratech Cement,Construction,38.20,0.73,0.00,0.48
Aurobindo Pharma,Healthcare,10.97,6.90,0.00,0.44
HCL Technologies,Technology,14.98,0.67,0.00,0.40
49. Axis Bluechip Fund
HDFC Bank,Financial,29.04,10.38,7.92,9.17
Kotak Mahindra Bank,Financial,37.46,9.46,4.74,8.99
Infosys,Technology,17.88,8.71,0.00,8.71
Bajaj Finance,Financial,47.42,9.13,0.00,8.42
ICICI Bank,Financial,54.60,8.01,0.00,8.01
Reliance Industries,Energy,21.03,6.62,0.00,6.62
Avenue Supermarts,Services,105.09,5.41,0.00,5.41
HDFC,Financial,34.78,7.36,2.12,4.30
Asian Paints,Chemicals,65.48,5.32,1.32,4.13
Tata Consultancy Services,Technology,24.03,9.05,0.00,3.76
Bajaj Finserv,Financial,34.38,4.61,1.02,3.37
Nestle India,FMCG,85.53,3.40,0.00,3.28
Titan Company,Cons Durable,83.39,3.45,0.00,2.93
Pidilite Industries,Chemicals,68.83,2.55,0.00,2.05
Hindustan Unilever,FMCG,70.14,3.65,0.00,1.99
Larsen & Toubro,Construction,21.91,6.58,0.00,1.98
Bandhan Bank,Financial,30.55,3.47,0.00,1.68
Ultratech Cement,Construction,38.20,2.21,0.00,1.57
Divi's Laboratories,Healthcare,34.53,1.80,0.00,1.01
Tech Mahindra,Technology,16.09,2.26,0.00,0.99
Bharti Airtel,Communication,0.00,3.27,0.00,0.91
Gruh Finance,Financial,52.02,0.64,0.00,0.50
Astral Poly Technik,Chemicals,82.47,0.46,0.00,0.46
Mahindra & Mahindra,Automobile,12.49,3.03,0.00,0.29
50. Axis Capital Builder Fund Series 1 (1540 Days) - Regular Plan
HDFC Bank,Financial,29.04,8.03,0.00,7.96
Bajaj Finance,Financial,47.42,6.64,0.84,6.64
Tata Consultancy Services,Technology,24.03,8.40,4.48,6.58
HDFC,Financial,34.78,6.10,0.00,4.30
ICICI Bank,Financial,54.60,4.45,0.00,4.24
Astral Poly Technik,Chemicals,82.47,4.17,0.40,4.17
Divi's Laboratories,Healthcare,34.53,4.98,1.60,3.54
Supreme Industries,Chemicals,38.12,3.46,0.78,3.43
Gruh Finance,Financial,52.02,4.36,1.24,3.34
Infosys,Technology,17.88,3.92,0.00,3.11
Reliance Industries,Energy,21.03,3.05,0.00,3.05
TTK Prestige,Cons Durable,44.27,3.59,0.00,2.95
Symphony,Cons Durable,81.51,3.31,0.79,2.81
PI Industries,Chemicals,43.07,2.50,0.23,2.50
Hindustan Unilever,FMCG,70.14,3.20,0.00,2.27
Endurance Technologies,Automobile,26.26,3.11,2.15,2.23
Container Corp.,Services,31.39,2.62,0.00,2.09
Bandhan Bank,Financial,30.55,5.26,1.73,1.90
Maruti Suzuki India,Automobile,32.29,5.48,1.77,1.77
Tech Mahindra,Technology,16.09,1.74,0.00,1.74
Cholamandalam Financial Holdings,Financial,130.14,2.49,0.00,1.64
Coromandel International,Chemicals,15.83,2.47,0.41,1.47
Motherson Sumi Systems,Automobile,22.61,5.11,1.32,1.35
Camlin Fine Sciences,Chemicals,38.30,2.03,1.07,1.24
Aarti Industries,Chemicals,28.31,1.43,0.00,1.22
51. Axis Capital Builder Fund Series 4 (1582 Days) - Regular Plan
HDFC Bank,Financial,29.04,10.30,0.00,10.16
ICICI Bank,Financial,54.60,7.53,0.00,7.24
Tata Consultancy Services,Technology,24.03,7.31,0.00,6.47
Kotak Mahindra Bank,Financial,37.46,6.37,0.00,6.37
Reliance Industries,Energy,21.03,7.92,0.00,5.96
Infosys,Technology,17.88,5.74,0.00,5.40
ACC,Construction,15.59,4.35,0.00,4.10
Sundaram Finance,Financial,15.99,4.57,0.00,4.10
Larsen & Toubro,Construction,21.91,4.36,0.00,4.06
HDFC,Financial,34.78,4.40,0.00,3.82
Hindustan Unilever,FMCG,70.14,3.71,0.00,3.71
City Union Bank,Financial,21.80,3.63,0.00,3.63
Asian Paints,Chemicals,65.48,3.20,0.00,3.20
Gruh Finance,Financial,52.02,3.52,0.00,2.96
Nestle India,FMCG,85.53,2.71,0.00,2.71
Cholamandalam Invest. & Fin.,Financial,18.57,2.64,0.00,2.63
TCNS Clothing,Textiles,34.20,2.37,0.00,2.01
Divi's Laboratories,Healthcare,34.53,1.92,0.00,1.85
Maruti Suzuki India,Automobile,32.29,2.19,0.00,1.71
Aarti Industries,Chemicals,28.31,1.54,0.00,1.54
Bajaj Finance,Financial,47.42,2.40,0.00,1.54
M&M Financial Services,Financial,16.78,1.69,0.00,1.30
SRF,Diversified,23.33,1.41,0.00,1.25
Bajaj Finserv,Financial,34.38,1.14,0.00,1.11
Galaxy Surfactants,FMCG,27.19,0.90,0.00,0.90
52. Axis Capital Protection Oriented Fund - Series 5
53. Axis Children's Gift - Regular Plan
HDFC Bank,Financial,29.04,7.84,4.55,6.08
Bajaj Finance,Financial,47.42,5.96,0.00,5.96
Kotak Mahindra Bank,Financial,37.46,5.10,3.01,5.10
Tata Consultancy Services,Technology,24.03,5.54,0.00,4.75
HDFC,Financial,34.78,5.85,3.28,3.40
Reliance Industries,Energy,21.03,3.67,0.00,3.04
Infosys,Technology,17.88,3.24,0.00,2.86
ICICI Bank,Financial,54.60,2.86,0.00,2.75
Larsen & Toubro,Construction,21.91,3.56,1.63,2.50
Bajaj Finserv,Financial,34.38,2.99,0.00,2.08
Titan Company,Cons Durable,83.39,1.92,0.00,1.79
Asian Paints,Chemicals,65.48,2.05,0.00,1.79
Astral Poly Technik,Chemicals,82.47,1.65,0.00,1.65
Avenue Supermarts,Services,105.09,2.20,0.00,1.63
PI Industries,Chemicals,43.07,1.58,0.00,1.58
Divi's Laboratories,Healthcare,34.53,1.90,0.00,1.52
Container Corp.,Services,31.39,1.59,0.00,1.51
Gruh Finance,Financial,52.02,1.50,0.00,1.49
Hindustan Unilever,FMCG,70.14,3.14,0.00,1.45
City Union Bank,Financial,21.80,1.44,0.00,1.21
Sundaram Finance,Financial,15.99,1.85,0.53,1.14
Tech Mahindra,Technology,16.09,1.58,0.00,1.14
Info Edge (India),Services,100.66,1.78,0.92,1.10
Maruti Suzuki India,Automobile,32.29,3.66,1.07,1.07
Pidilite Industries,Chemicals,68.83,2.00,0.00,1.03
54. Axis Dynamic Equity Fund - Regular Plan
Axis Overnight Fund Direct-G,-,-,-,-,9.20
Reliance Industries,Energy,21.03,8.39,1.41,8.39
HDFC,Financial,34.78,6.94,2.66,6.94
HDFC Bank,Financial,29.04,6.10,3.15,5.20
Bajaj Finance,Financial,47.42,4.27,2.24,4.27
ICICI Bank,Financial,54.60,4.53,0.00,3.88
Tata Consultancy Services,Technology,24.03,4.24,0.00,3.77
Kotak Mahindra Bank,Financial,37.46,3.79,0.99,3.45
Infosys,Technology,17.88,3.89,0.00,3.36
Asian Paints,Chemicals,65.48,3.36,0.00,3.36
Nestle India,FMCG,85.53,2.37,0.05,2.37
Larsen & Toubro,Construction,21.91,1.96,0.00,1.95
Divi's Laboratories,Healthcare,34.53,1.90,0.00,1.90
ACC,Construction,15.59,1.74,0.00,1.74
Hindustan Unilever,FMCG,70.14,2.81,1.24,1.50
Cholamandalam Invest. & Fin.,Financial,18.57,1.92,0.64,1.13
Sundaram Finance,Financial,15.99,2.11,1.10,1.10
Gruh Finance,Financial,52.02,1.67,0.00,1.06
M&M Financial Services,Financial,16.78,2.00,0.11,1.00
TCNS Clothing,Textiles,34.20,1.36,0.00,0.95
United Spirits,FMCG,58.14,0.78,0.00,0.78
Ultratech Cement,Construction,38.20,0.72,0.00,0.72
City Union Bank,Financial,21.80,0.89,0.63,0.63
Voltas,Cons Durable,47.85,0.57,0.00,0.57
Varroc Engineering,Automobile,14.78,1.38,0.00,0.46
55. Axis Emerging Opportunities Fund Series 1 (1400 Days) - Regular Plan
City Union Bank,Financial,21.80,11.01,0.00,10.18
Cholamandalam Invest. & Fin.,Financial,18.57,7.08,1.97,7.08
Berger Paints India,Chemicals,87.74,6.97,0.00,6.97
Divi's Laboratories,Healthcare,34.53,6.10,0.00,5.76
M&M Financial Services,Financial,16.78,7.76,0.00,5.13
Sundaram Finance,Financial,15.99,9.39,0.00,5.07
Gruh Finance,Financial,52.02,5.75,0.00,4.96
Voltas,Cons Durable,47.85,4.03,0.00,4.03
Aarti Industries,Chemicals,28.31,4.02,0.00,4.02
Balkrishna Industries,Automobile,22.04,6.45,0.00,3.71
MRF,Automobile,24.70,5.88,0.00,3.58
United Breweries,FMCG,69.70,3.41,0.00,3.00
SRF,Diversified,23.33,3.13,0.00,2.95
ACC,Construction,15.59,3.80,0.00,2.93
Petronet LNG,Energy,18.96,5.18,0.00,2.76
JK Cement,Construction,19.87,2.29,0.00,1.90
TCNS Clothing,Textiles,34.20,3.05,0.00,1.78
Coromandel International,Chemicals,15.83,2.29,0.00,1.75
Endurance Technologies,Automobile,26.26,3.36,0.00,1.63
Aditya Birla Fashion and Retail,Services,47.13,2.64,0.00,1.59
Ashok Leyland,Automobile,12.82,4.83,0.00,1.26
TTK Prestige,Cons Durable,44.27,1.40,0.00,1.20
Varroc Engineering,Automobile,14.78,1.67,0.00,1.16
Chalet Hotel,Services,0.00,1.18,0.00,1.08
Syngene International,Healthcare,39.15,1.07,0.00,0.99
56. Axis Emerging Opportunities Fund Series 2 (1400 Days) - Regular Plan
City Union Bank,Financial,21.80,10.58,0.00,10.14
Berger Paints India,Chemicals,87.74,7.29,0.00,7.29
Cholamandalam Invest. & Fin.,Financial,18.57,6.63,2.41,6.63
Divi's Laboratories,Healthcare,34.53,6.24,0.00,5.87
Sundaram Finance,Financial,15.99,9.40,0.00,5.49
M&M Financial Services,Financial,16.78,6.93,0.00,5.30
MRF,Automobile,24.70,5.75,0.00,4.88
Gruh Finance,Financial,52.02,5.46,0.00,4.71
Voltas,Cons Durable,47.85,3.63,0.00,3.63
Endurance Technologies,Automobile,26.26,6.47,0.00,3.59
Balkrishna Industries,Automobile,22.04,5.96,0.00,3.56
Aarti Industries,Chemicals,28.31,3.41,0.00,3.41
ACC,Construction,15.59,3.81,0.00,3.00
United Breweries,FMCG,69.70,3.02,0.00,2.66
Petronet LNG,Energy,18.96,5.05,0.00,2.60
SRF,Diversified,23.33,2.59,0.00,2.43
TCNS Clothing,Textiles,34.20,2.74,0.00,2.22
Coromandel International,Chemicals,15.83,2.71,0.00,2.09
JK Cement,Construction,19.87,2.27,0.00,1.85
Ashok Leyland,Automobile,12.82,4.49,0.00,1.22
Aditya Birla Fashion and Retail,Services,47.13,2.00,0.00,1.07
Varroc Engineering,Automobile,14.78,1.44,0.00,1.01
Chalet Hotel,Services,0.00,1.10,0.00,1.00
Syngene International,Healthcare,39.15,0.94,0.00,0.86
TTK Prestige,Cons Durable,44.27,0.97,0.00,0.84
57. Axis Equity Advantage Fund Series 1 - Regular Plan
Bajaj Finserv,Financial,34.38,8.56,0.00,8.14
Avenue Supermarts,Services,105.09,6.09,0.73,6.09
HDFC Bank,Financial,29.04,7.81,2.40,5.77
Bajaj Finance,Financial,47.42,5.71,0.00,5.71
Infosys,Technology,17.88,6.12,0.00,5.68
Pidilite Industries,Chemicals,68.83,5.01,0.00,4.93
Kotak Mahindra Bank,Financial,37.46,4.49,1.75,4.47
Tata Consultancy Services,Technology,24.03,6.63,0.00,3.95
Asian Paints,Chemicals,65.48,3.56,0.00,3.56
Supreme Industries,Chemicals,38.12,3.86,0.00,3.01
Gruh Finance,Financial,52.02,4.95,0.00,2.86
HDFC,Financial,34.78,3.35,0.00,2.14
Titan Company,Cons Durable,83.39,2.25,0.00,2.05
ICICI Bank,Financial,54.60,2.80,0.00,1.81
Maruti Suzuki India,Automobile,32.29,6.66,1.44,1.80
Endurance Technologies,Automobile,26.26,3.22,0.00,1.60
Info Edge (India),Services,100.66,1.84,0.00,1.52
Divi's Laboratories,Healthcare,34.53,1.42,0.00,1.25
City Union Bank,Financial,21.80,1.08,0.00,1.03
Bandhan Bank,Financial,30.55,1.39,0.00,0.92
Hindustan Unilever,FMCG,70.14,0.69,0.00,0.67
58. Axis Equity Advantage Fund Series 2 - Regular Plan
Bajaj Finance,Financial,47.42,10.13,2.02,10.13
HDFC Bank,Financial,29.04,8.29,6.45,7.74
Info Edge (India),Services,100.66,7.03,0.00,5.86
Avenue Supermarts,Services,105.09,5.76,0.00,5.76
Infosys,Technology,17.88,6.09,1.40,5.69
Kotak Mahindra Bank,Financial,37.46,5.38,2.06,5.38
Pidilite Industries,Chemicals,68.83,4.93,0.00,4.88
Tata Consultancy Services,Technology,24.03,4.76,0.00,4.06
Asian Paints,Chemicals,65.48,3.58,0.00,3.58
HDFC,Financial,34.78,5.11,1.46,2.10
Gruh Finance,Financial,52.02,3.07,1.16,2.08
Reliance Industries,Energy,21.03,2.20,0.00,1.93
City Union Bank,Financial,21.80,1.86,0.00,1.77
Hindustan Unilever,FMCG,70.14,4.47,0.00,1.72
Maruti Suzuki India,Automobile,32.29,6.03,1.56,1.56
Titan Company,Cons Durable,83.39,1.50,0.00,1.35
Divi's Laboratories,Healthcare,34.53,1.36,0.00,1.19
ICICI Bank,Financial,54.60,3.20,0.00,1.05
Bandhan Bank,Financial,30.55,1.16,0.00,0.76
M&M Financial Services,Financial,16.78,1.34,0.00,0.72
59. Axis Equity Hybrid Fund - Regular Plan
HDFC Bank,Financial,29.04,8.22,3.40,6.95
Kotak Mahindra Bank,Financial,37.46,6.72,3.06,6.72
Bajaj Finance,Financial,47.42,5.90,0.89,5.90
Tata Consultancy Services,Technology,24.03,7.06,2.98,5.08
ICICI Bank,Financial,54.60,4.82,1.28,4.15
Reliance Industries,Energy,21.03,4.16,1.04,4.14
HDFC,Financial,34.78,4.73,3.28,4.06
Avenue Supermarts,Services,105.09,4.04,0.35,4.04
Infosys,Technology,17.88,3.73,1.50,3.12
Larsen & Toubro,Construction,21.91,3.72,1.35,2.81
Axis Overnight Fund Direct-G,-,-,-,-,2.69
Bajaj Finserv,Financial,34.38,2.62,1.07,2.62
Asian Paints,Chemicals,65.48,2.23,0.00,2.23
Gruh Finance,Financial,52.02,2.44,0.68,2.14
PI Industries,Chemicals,43.07,1.81,0.68,1.81
Hindustan Unilever,FMCG,70.14,1.91,0.60,1.74
Titan Company,Cons Durable,83.39,2.29,0.49,1.66
Pidilite Industries,Chemicals,68.83,1.47,0.35,1.47
Container Corp.,Services,31.39,2.12,0.59,1.47
Bandhan Bank,Financial,30.55,1.62,1.03,1.42
HDFC Life Insurance,Financial,92.87,1.63,0.59,1.30
Maruti Suzuki India,Automobile,32.29,3.52,1.27,1.27
Nestle India,FMCG,85.53,1.17,0.49,1.17
Varroc Engineering,Automobile,14.78,1.25,0.00,1.08
Sundaram Finance,Financial,15.99,0.88,0.42,0.86
60. Axis Equity Saver Fund - Regular Plan
HDFC,Financial,34.78,7.91,2.36,7.91
HDFC Bank,Financial,29.04,6.53,1.56,6.47
M&M Financial Services,Financial,16.78,7.39,0.00,5.29
Reliance Industries,Energy,21.03,6.68,0.72,5.01
ICICI Bank,Financial,54.60,3.48,0.00,3.35
Tata Consultancy Services,Technology,24.03,4.03,0.00,3.35
Axis Overnight Fund Direct-G,-,-,-,-,3.19
Asian Paints,Chemicals,65.48,3.13,0.00,3.13
Kotak Mahindra Bank,Financial,37.46,4.69,1.83,2.78
Infosys,Technology,17.88,5.54,0.00,2.38
Bajaj Finance,Financial,47.42,3.37,0.00,2.24
Hindustan Unilever,FMCG,70.14,3.05,0.00,1.94
Larsen & Toubro,Construction,21.91,2.79,0.00,1.85
Gruh Finance,Financial,52.02,2.26,0.00,1.85
Sundaram Finance,Financial,15.99,3.09,1.35,1.52
Century Textiles & Inds.,Diversified,10.55,4.02,0.00,1.44
ACC,Construction,15.59,1.60,0.00,1.41
Cholamandalam Invest. & Fin.,Financial,18.57,2.56,0.00,1.31
Nestle India,FMCG,85.53,2.69,0.00,1.20
Divi's Laboratories,Healthcare,34.53,0.94,0.00,0.92
TCNS Clothing,Textiles,34.20,1.22,0.00,0.89
ITC,FMCG,24.06,1.70,0.00,0.85
Vedanta,Metals,7.89,0.89,0.00,0.77
Bank of Baroda,Financial,57.88,0.98,0.00,0.73
Voltas,Cons Durable,47.85,1.63,0.00,0.71
61. Axis Focused 25 Fund
Bajaj Finance,Financial,47.42,10.03,3.40,10.03
HDFC Bank,Financial,29.04,9.48,6.30,8.74
Kotak Mahindra Bank,Financial,37.46,9.19,6.29,7.86
Bajaj Finserv,Financial,34.38,7.59,1.76,7.59
Avenue Supermarts,Services,105.09,6.28,0.00,6.28
Pidilite Industries,Chemicals,68.83,6.16,1.77,6.03
Tata Consultancy Services,Technology,24.03,9.00,0.00,5.83
Asian Paints,Chemicals,65.48,5.63,0.00,5.63
HDFC,Financial,34.78,7.62,0.00,5.01
Supreme Industries,Chemicals,38.12,6.09,0.00,4.96
Gruh Finance,Financial,52.02,4.83,1.91,4.09
Info Edge (India),Services,100.66,4.69,2.09,3.99
Shree Cement,Construction,53.30,9.52,0.00,2.54
Reliance Industries,Energy,21.03,4.31,0.00,2.38
Cummins India,Engineering,23.55,6.77,0.00,2.25
Larsen & Toubro,Construction,21.91,4.86,0.00,2.12
Maruti Suzuki India,Automobile,32.29,8.37,1.79,1.79
V-Guard Industries,Cons Durable,56.37,3.42,0.00,1.67
Wabco India,Automobile,44.18,3.08,0.00,1.56
Divi's Laboratories,Healthcare,34.53,1.62,0.00,1.40
Tech Mahindra,Technology,16.09,4.96,0.00,0.85
Endurance Technologies,Automobile,26.26,3.32,0.80,0.81
Eicher Motors,Automobile,26.92,3.94,0.00,0.58
ICICI Bank,Financial,54.60,4.17,0.00,0.56
62. Axis Growth Opportunities Fund - Regular Plan
Kotak Mahindra Bank,Financial,37.46,6.07,0.00,6.07
Info Edge (India),Services,100.66,7.17,0.00,5.88
Torrent Power,Energy,14.17,6.47,0.00,5.55
PI Industries,Chemicals,43.07,4.90,0.00,4.90
HDFC,Financial,34.78,8.21,0.00,4.68
Bajaj Finance,Financial,47.42,4.49,0.00,4.49
Tata Consultancy Services,Technology,24.03,5.71,0.00,4.45
Avenue Supermarts,Services,105.09,3.75,0.00,3.75
Gruh Finance,Financial,52.02,3.72,0.00,3.64
HDFC Bank,Financial,29.04,5.40,0.00,3.46
Asian Paints,Chemicals,65.48,4.02,0.00,3.21
Cummins India,Engineering,23.55,4.52,0.00,3.03
Bandhan Bank,Financial,30.55,3.38,0.00,2.78
Supreme Industries,Chemicals,38.12,2.60,0.00,2.60
Pidilite Industries,Chemicals,68.83,2.42,0.00,2.30
ICICI Bank,Financial,54.60,3.35,0.00,2.10
Cholamandalam Invest. & Fin.,Financial,18.57,2.07,0.00,2.07
Bata India,FMCG,65.48,2.06,0.00,2.06
Tech Mahindra,Technology,16.09,1.92,0.00,1.85
Sundaram Finance,Financial,15.99,1.92,0.00,1.79
Alphabet Inc Class A,Technology,-,-,-,1.61
Astral Poly Technik,Chemicals,82.47,1.62,0.00,1.50
Home Depot INC,FMCG,-,-,-,1.43
JP Morgan Chase & Co. (US),Financial,-,-,-,1.42
Nestle S. A (Switzerland) (ADS/ADR),FMCG,-,-,-,1.37
63. Axis Hybrid Fund - Series 31 - Regular Plan
64. Axis Hybrid Fund - Series 32 - Regular Plan
65. Axis Hybrid Fund - Series 33 - Regular Plan
66. Axis Hybrid Fund - Series 5 - Regular Plan
67. Axis Hybrid Fund - Series 6 - Regular Plan
68. Axis Hybrid Fund - Series 7 - Regular Plan
69. Axis Hybrid Fund Series 35 - Regular Plan
70. Axis Long Term Equity Fund
Bajaj Finance,Financial,47.42,9.63,3.23,9.54
