Company,Sector,PE,3Y High,3Y Low,% Assets
1. HDFC Small Cap Fund - Direct Plan
Bharat Forge,Automobile,20.83,3.53,0.67,1.46
Titan Company,Cons Durable,83.85,1.41,0.00,1.41
HPCL,Energy,9.29,5.40,0.00,1.34
233. IDBI Healthcare Fund - Direct Plan
Sun Pharmaceutical Inds.,Healthcare,32.00,10.43,0.00,9.15
Divi's Laboratories,Healthcare,34.37,7.31,0.00,7.31
Cipla,Healthcare,23.55,6.57,0.00,6.00
Aurobindo Pharma,Healthcare,10.95,5.97,0.00,5.90
Lupin,Healthcare,47.02,5.93,0.00,5.66
Sanofi India,Healthcare,36.30,4.74,0.00,4.60
Ipca Laboratories,Healthcare,23.02,4.44,0.00,4.24
Dr. Lal Pathlabs,Healthcare,58.24,3.89,0.00,3.89
Natco Pharma,Healthcare,17.24,3.65,0.00,3.65
Pfizer,Healthcare,33.44,3.15,0.00,3.15
Alkem Laboratories,Healthcare,28.99,2.98,0.00,2.98
Abbott India,Healthcare,47.65,3.83,0.00,2.75
Syngene International,Healthcare,39.69,2.73,0.00,2.66
Dr. Reddy's Lab,Healthcare,21.56,2.54,0.00,2.54
Alembic Pharmaceuticals,Healthcare,16.22,2.41,0.00,2.39
ICICI Lombard General Insurance,Financial,55.35,1.85,0.00,1.85
Aarti Industries,Chemicals,28.57,1.76,0.00,1.76
Biocon,Healthcare,31.02,1.82,0.00,1.75
Max Financial Services,Financial,78.05,1.74,0.00,1.74
Astrazeneca Pharma India,Healthcare,91.48,1.93,0.00,1.69
Cadila Healthcare,Healthcare,14.95,1.69,0.00,1.68
234. IDBI Healthcare Fund - Regular Plan
Sun Pharmaceutical Inds.,Healthcare,32.00,10.43,0.00,9.15
Divi's Laboratories,Healthcare,34.37,7.31,0.00,7.31
Cipla,Healthcare,23.55,6.57,0.00,6.00
Aurobindo Pharma,Healthcare,10.95,5.97,0.00,5.90
Lupin,Healthcare,47.02,5.93,0.00,5.66
Sanofi India,Healthcare,36.30,4.74,0.00,4.60
Ipca Laboratories,Healthcare,23.02,4.44,0.00,4.24
Dr. Lal Pathlabs,Healthcare,58.24,3.89,0.00,3.89
Natco Pharma,Healthcare,17.24,3.65,0.00,3.65
Pfizer,Healthcare,33.44,3.15,0.00,3.15
Alkem Laboratories,Healthcare,28.99,2.98,0.00,2.98
Abbott India,Healthcare,47.65,3.83,0.00,2.75
Syngene International,Healthcare,39.69,2.73,0.00,2.66
Dr. Reddy's Lab,Healthcare,21.56,2.54,0.00,2.54
Alembic Pharmaceuticals,Healthcare,16.22,2.41,0.00,2.39
ICICI Lombard General Insurance,Financial,55.35,1.85,0.00,1.85
Aarti Industries,Chemicals,28.57,1.76,0.00,1.76
Biocon,Healthcare,31.02,1.82,0.00,1.75
Max Financial Services,Financial,78.05,1.74,0.00,1.74
Astrazeneca Pharma India,Healthcare,91.48,1.93,0.00,1.69
Cadila Healthcare,Healthcare,14.95,1.69,0.00,1.68
235. IDBI Hybrid Equity Fund - Direct Plan
HDFC Bank,Financial,29.06,8.78,0.00,6.20
Hindustan Unilever,FMCG,69.38,4.00,0.00,4.00
Pidilite Industries,Chemicals,70.15,4.15,0.00,3.40
Supreme Industries,Chemicals,38.21,3.32,0.00,3.32
Aarti Industries,Chemicals,28.57,3.48,0.00,3.24
HDFC,Financial,34.48,3.54,0.00,3.19
Godrej Consumer Products,FMCG,30.44,4.71,0.00,2.99
Larsen & Toubro,Construction,21.90,3.41,0.00,2.88
Tata Consultancy Services,Technology,23.99,3.08,0.00,2.83
Sanofi India,Healthcare,36.30,2.23,0.00,2.11
ITC,FMCG,24.04,2.36,0.00,2.10
Maruti Suzuki India,Automobile,32.03,3.61,0.00,2.03
Kansai Nerolac Paints,Chemicals,60.76,1.93,0.00,1.93
Reliance Industries,Energy,21.20,1.79,0.00,1.79
Exide Industries,Engineering,17.70,1.94,0.00,1.77
Nestle India,FMCG,85.62,3.93,0.00,1.71
Divi's Laboratories,Healthcare,34.37,1.68,0.00,1.68
Atul,Chemicals,26.59,1.34,0.00,1.34
Mahindra & Mahindra,Automobile,12.56,1.44,0.00,1.29
UPL,Chemicals,41.06,3.10,0.00,1.20
Bajaj Auto,Automobile,18.48,1.19,0.00,1.19
Axis Bank,Financial,45.64,1.18,0.00,1.18
Godrej Industries,FMCG,21.64,1.82,0.00,1.10
Aurobindo Pharma,Healthcare,10.95,1.19,0.00,0.99
CESC,Energy,10.89,2.00,0.00,0.95
236. IDBI Hybrid Equity Fund - Regular Plan
HDFC Bank,Financial,29.06,8.78,0.00,6.20
Hindustan Unilever,FMCG,69.38,4.00,0.00,4.00
Pidilite Industries,Chemicals,70.15,4.15,0.00,3.40
Supreme Industries,Chemicals,38.21,3.32,0.00,3.32
Aarti Industries,Chemicals,28.57,3.48,0.00,3.24
HDFC,Financial,34.48,3.54,0.00,3.19
Godrej Consumer Products,FMCG,30.44,4.71,0.00,2.99
Larsen & Toubro,Construction,21.90,3.41,0.00,2.88
Tata Consultancy Services,Technology,23.99,3.08,0.00,2.83
Sanofi India,Healthcare,36.30,2.23,0.00,2.11
ITC,FMCG,24.04,2.36,0.00,2.10
Maruti Suzuki India,Automobile,32.03,3.61,0.00,2.03
Kansai Nerolac Paints,Chemicals,60.76,1.93,0.00,1.93
Reliance Industries,Energy,21.20,1.79,0.00,1.79
Exide Industries,Engineering,17.70,1.94,0.00,1.77
Nestle India,FMCG,85.62,3.93,0.00,1.71
Divi's Laboratories,Healthcare,34.37,1.68,0.00,1.68
Atul,Chemicals,26.59,1.34,0.00,1.34
Mahindra & Mahindra,Automobile,12.56,1.44,0.00,1.29
UPL,Chemicals,41.06,3.10,0.00,1.20
Bajaj Auto,Automobile,18.48,1.19,0.00,1.19
Axis Bank,Financial,45.64,1.18,0.00,1.18
Godrej Industries,FMCG,21.64,1.82,0.00,1.10
Aurobindo Pharma,Healthcare,10.95,1.19,0.00,0.99
CESC,Energy,10.89,2.00,0.00,0.95
237. IDBI India Top 100 Equity Fund
HDFC Bank,Financial,29.06,8.59,3.23,8.59
Reliance Industries,Energy,21.20,8.33,0.00,8.06
ICICI Bank,Financial,54.91,4.90,1.82,4.76
HDFC,Financial,34.48,5.39,3.03,4.68
Kotak Mahindra Bank,Financial,37.66,4.46,0.00,4.46
Infosys,Technology,17.88,4.33,0.00,4.08
Larsen & Toubro,Construction,21.90,4.60,0.00,3.90
Tata Consultancy Services,Technology,23.99,3.86,0.00,3.41
P&G Hygiene & Health Care,FMCG,91.78,3.43,0.65,3.21
Bajaj Finance,Financial,48.01,3.31,0.00,2.83
Pidilite Industries,Chemicals,70.15,2.81,0.00,2.80
ITC,FMCG,24.04,5.28,0.00,2.75
Titan Company,Cons Durable,83.85,3.60,0.00,2.63
Britannia Inds.,FMCG,68.60,4.26,0.00,2.50
Asian Paints,Chemicals,65.80,3.11,0.00,2.28
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.14,0.00,2.14
Maruti Suzuki India,Automobile,32.03,6.64,1.72,2.00
Hindustan Unilever,FMCG,69.38,3.78,0.00,1.99
Axis Bank,Financial,45.64,1.89,0.00,1.86
State Bank of India,Financial,30.54,3.03,0.00,1.84
Dabur India,FMCG,56.16,2.29,0.00,1.71
Abbott India,Healthcare,47.65,1.58,0.00,1.58
MRF,Automobile,24.57,1.62,0.00,1.54
Indusind Bank,Financial,22.11,5.66,1.44,1.44
Bajaj Finserv,Financial,34.74,3.55,0.95,1.42
238. IDBI India Top 100 Equity Fund - Direct Plan
HDFC Bank,Financial,29.06,8.59,3.23,8.59
Reliance Industries,Energy,21.20,8.33,0.00,8.06
ICICI Bank,Financial,54.91,4.90,1.82,4.76
HDFC,Financial,34.48,5.39,3.03,4.68
Kotak Mahindra Bank,Financial,37.66,4.46,0.00,4.46
Infosys,Technology,17.88,4.33,0.00,4.08
Larsen & Toubro,Construction,21.90,4.60,0.00,3.90
Tata Consultancy Services,Technology,23.99,3.86,0.00,3.41
P&G Hygiene & Health Care,FMCG,91.78,3.43,0.65,3.21
Bajaj Finance,Financial,48.01,3.31,0.00,2.83
Pidilite Industries,Chemicals,70.15,2.81,0.00,2.80
ITC,FMCG,24.04,5.28,0.00,2.75
Titan Company,Cons Durable,83.85,3.60,0.00,2.63
Britannia Inds.,FMCG,68.60,4.26,0.00,2.50
Asian Paints,Chemicals,65.80,3.11,0.00,2.28
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.14,0.00,2.14
Maruti Suzuki India,Automobile,32.03,6.64,1.72,2.00
Hindustan Unilever,FMCG,69.38,3.78,0.00,1.99
Axis Bank,Financial,45.64,1.89,0.00,1.86
State Bank of India,Financial,30.54,3.03,0.00,1.84
Dabur India,FMCG,56.16,2.29,0.00,1.71
Abbott India,Healthcare,47.65,1.58,0.00,1.58
MRF,Automobile,24.57,1.62,0.00,1.54
Indusind Bank,Financial,22.11,5.66,1.44,1.44
Bajaj Finserv,Financial,34.74,3.55,0.95,1.42
239. IDBI Long Term Value Fund - Direct Plan
Reliance Industries,Energy,21.20,6.40,0.00,6.40
HDFC,Financial,34.48,4.13,0.00,3.39
HDFC Bank,Financial,29.06,4.61,0.00,3.37
Bajaj Holdings & Inv,Financial,13.59,2.96,0.00,2.96
Mahindra & Mahindra,Automobile,12.56,2.88,0.00,2.81
NTPC,Energy,10.16,3.09,0.00,2.80
ICICI Bank,Financial,54.91,2.68,0.00,2.68
MRF,Automobile,24.57,3.13,0.00,2.60
Ambuja Cements,Construction,15.74,2.28,0.00,2.24
Hero Motocorp,Automobile,14.49,2.23,0.00,2.23
ITC,FMCG,24.04,2.26,0.00,2.14
KEC International,Engineering,14.10,2.25,0.00,2.02
GAIL,Energy,9.58,2.40,0.00,1.99
Indusind Bank,Financial,22.11,2.02,0.00,1.99
Maruti Suzuki India,Automobile,32.03,2.23,0.00,1.97
Max Financial Services,Financial,78.05,1.96,0.00,1.96
Supreme Industries,Chemicals,38.21,1.96,0.00,1.96
Bajaj Finance,Financial,48.01,2.30,0.00,1.94
Aarti Industries,Chemicals,28.57,1.92,0.00,1.92
Exide Industries,Engineering,17.70,1.87,0.00,1.87
Sun Pharmaceutical Inds.,Healthcare,32.00,2.17,0.00,1.87
Voltas,Cons Durable,47.61,1.86,0.00,1.86
KNR Constructions,Construction,13.59,1.83,0.00,1.83
Heidelberg Cement India,Construction,17.13,1.96,0.00,1.81
ICICI Lombard General Insurance,Financial,55.35,1.73,0.00,1.67
240. IDBI Long Term Value Fund - Regular Plan
Reliance Industries,Energy,21.20,6.40,0.00,6.40
HDFC,Financial,34.48,4.13,0.00,3.39
HDFC Bank,Financial,29.06,4.61,0.00,3.37
Bajaj Holdings & Inv,Financial,13.59,2.96,0.00,2.96
Mahindra & Mahindra,Automobile,12.56,2.88,0.00,2.81
NTPC,Energy,10.16,3.09,0.00,2.80
ICICI Bank,Financial,54.91,2.68,0.00,2.68
MRF,Automobile,24.57,3.13,0.00,2.60
Ambuja Cements,Construction,15.74,2.28,0.00,2.24
Hero Motocorp,Automobile,14.49,2.23,0.00,2.23
ITC,FMCG,24.04,2.26,0.00,2.14
KEC International,Engineering,14.10,2.25,0.00,2.02
GAIL,Energy,9.58,2.40,0.00,1.99
Indusind Bank,Financial,22.11,2.02,0.00,1.99
Maruti Suzuki India,Automobile,32.03,2.23,0.00,1.97
Max Financial Services,Financial,78.05,1.96,0.00,1.96
Supreme Industries,Chemicals,38.21,1.96,0.00,1.96
Bajaj Finance,Financial,48.01,2.30,0.00,1.94
Aarti Industries,Chemicals,28.57,1.92,0.00,1.92
Exide Industries,Engineering,17.70,1.87,0.00,1.87
Sun Pharmaceutical Inds.,Healthcare,32.00,2.17,0.00,1.87
Voltas,Cons Durable,47.61,1.86,0.00,1.86
KNR Constructions,Construction,13.59,1.83,0.00,1.83
Heidelberg Cement India,Construction,17.13,1.96,0.00,1.81
ICICI Lombard General Insurance,Financial,55.35,1.73,0.00,1.67
241. IDBI Midcap Fund - Direct Plan
Trent,Services,129.40,5.07,0.00,4.34
Supreme Industries,Chemicals,38.21,4.21,0.00,4.21
AIA Engineering,Metals,30.21,4.10,0.00,4.10
Crompton Greaves Consumer Electricals,Cons Durable,39.54,3.48,0.00,3.48
P&G Hygiene & Health Care,FMCG,91.78,4.21,0.00,3.44
Gillette,FMCG,100.72,3.53,0.00,3.23
Shriram Transport Finance,Financial,9.39,3.36,0.00,3.20
Minda Industries,Automobile,35.47,4.37,0.00,3.06
Federal Bank,Financial,11.02,3.39,0.00,2.98
RBL Bank,Financial,13.69,5.95,0.37,2.93
Endurance Technologies,Automobile,26.81,3.38,0.00,2.90
Escorts,Automobile,17.74,2.87,0.00,2.79
PI Industries,Chemicals,42.73,2.60,0.00,2.60
CESC,Energy,10.89,2.81,0.00,2.57
Gujarat State Petronet,Energy,13.64,3.79,0.00,2.46
Info Edge (India),Services,101.30,4.73,0.00,2.44
The Ramco Cements,Construction,31.19,2.32,0.14,2.28
Indian Hotels,Services,65.94,1.87,0.00,1.87
ACC,Construction,15.67,1.86,0.00,1.86
Godrej Properties,Construction,77.57,1.83,0.00,1.83
Finolex Cables,Engineering,17.19,2.25,0.00,1.71
Astral Poly Technik,Chemicals,82.76,1.70,0.00,1.70
HDFC Bank,Financial,29.06,1.63,0.00,1.63
L&T Technology Services,Engineering,19.90,1.54,0.00,1.54
Dalmia Bharat,Construction,36.39,2.02,0.00,1.53
242. IDBI Midcap Fund - Regular Plan
Trent,Services,129.40,5.07,0.00,4.34
Supreme Industries,Chemicals,38.21,4.21,0.00,4.21
AIA Engineering,Metals,30.21,4.10,0.00,4.10
Crompton Greaves Consumer Electricals,Cons Durable,39.54,3.48,0.00,3.48
P&G Hygiene & Health Care,FMCG,91.78,4.21,0.00,3.44
Gillette,FMCG,100.72,3.53,0.00,3.23
Shriram Transport Finance,Financial,9.39,3.36,0.00,3.20
Minda Industries,Automobile,35.47,4.37,0.00,3.06
Federal Bank,Financial,11.02,3.39,0.00,2.98
RBL Bank,Financial,13.69,5.95,0.37,2.93
Endurance Technologies,Automobile,26.81,3.38,0.00,2.90
Escorts,Automobile,17.74,2.87,0.00,2.79
PI Industries,Chemicals,42.73,2.60,0.00,2.60
CESC,Energy,10.89,2.81,0.00,2.57
Gujarat State Petronet,Energy,13.64,3.79,0.00,2.46
Info Edge (India),Services,101.30,4.73,0.00,2.44
The Ramco Cements,Construction,31.19,2.32,0.14,2.28
Indian Hotels,Services,65.94,1.87,0.00,1.87
ACC,Construction,15.67,1.86,0.00,1.86
Godrej Properties,Construction,77.57,1.83,0.00,1.83
Finolex Cables,Engineering,17.19,2.25,0.00,1.71
Astral Poly Technik,Chemicals,82.76,1.70,0.00,1.70
HDFC Bank,Financial,29.06,1.63,0.00,1.63
L&T Technology Services,Engineering,19.90,1.54,0.00,1.54
Dalmia Bharat,Construction,36.39,2.02,0.00,1.53
243. IDBI Nifty Index Fund
HDFC Bank,Financial,29.06,11.26,7.94,11.26
Reliance Industries,Energy,21.20,10.08,5.41,9.68
HDFC,Financial,34.48,8.27,6.49,7.23
Infosys,Technology,17.88,6.87,4.63,6.26
ICICI Bank,Financial,54.91,6.02,4.19,5.95
ITC,FMCG,24.04,7.62,4.68,4.74
Tata Consultancy Services,Technology,23.99,5.36,3.27,4.68
Kotak Mahindra Bank,Financial,37.66,4.67,2.84,4.67
Larsen & Toubro,Construction,21.90,4.13,3.51,3.86
Hindustan Unilever,FMCG,69.38,3.01,1.85,3.01
Axis Bank,Financial,45.64,3.42,2.05,2.93
State Bank of India,Financial,30.54,3.04,2.16,2.21
Bajaj Finance,Financial,48.01,2.04,0.00,2.04
Maruti Suzuki India,Automobile,32.03,3.18,1.60,1.89
Indusind Bank,Financial,22.11,2.34,1.50,1.77
Asian Paints,Chemicals,65.80,1.69,1.17,1.69
Bharti Airtel,Communication,0.00,1.72,0.93,1.48
HCL Technologies,Technology,14.95,1.55,1.19,1.24
Titan Company,Cons Durable,83.85,1.15,0.00,1.13
Mahindra & Mahindra,Automobile,12.56,2.02,1.10,1.11
NTPC,Energy,10.16,1.40,1.02,1.09
Bajaj Finserv,Financial,34.74,1.09,0.00,1.09
Nestle India,FMCG,85.62,1.05,0.00,1.05
Power Grid Corporation,Energy,7.00,1.45,0.90,0.99
Ultratech Cement,Construction,38.23,1.31,0.84,0.96
244. IDBI Nifty Index Fund - Direct Plan
HDFC Bank,Financial,29.06,11.26,7.94,11.26
Reliance Industries,Energy,21.20,10.08,5.41,9.68
HDFC,Financial,34.48,8.27,6.49,7.23
Infosys,Technology,17.88,6.87,4.63,6.26
ICICI Bank,Financial,54.91,6.02,4.19,5.95
ITC,FMCG,24.04,7.62,4.68,4.74
Tata Consultancy Services,Technology,23.99,5.36,3.27,4.68
Kotak Mahindra Bank,Financial,37.66,4.67,2.84,4.67
Larsen & Toubro,Construction,21.90,4.13,3.51,3.86
Hindustan Unilever,FMCG,69.38,3.01,1.85,3.01
Axis Bank,Financial,45.64,3.42,2.05,2.93
State Bank of India,Financial,30.54,3.04,2.16,2.21
Bajaj Finance,Financial,48.01,2.04,0.00,2.04
Maruti Suzuki India,Automobile,32.03,3.18,1.60,1.89
Indusind Bank,Financial,22.11,2.34,1.50,1.77
Asian Paints,Chemicals,65.80,1.69,1.17,1.69
Bharti Airtel,Communication,0.00,1.72,0.93,1.48
HCL Technologies,Technology,14.95,1.55,1.19,1.24
Titan Company,Cons Durable,83.85,1.15,0.00,1.13
Mahindra & Mahindra,Automobile,12.56,2.02,1.10,1.11
NTPC,Energy,10.16,1.40,1.02,1.09
Bajaj Finserv,Financial,34.74,1.09,0.00,1.09
Nestle India,FMCG,85.62,1.05,0.00,1.05
Power Grid Corporation,Energy,7.00,1.45,0.90,0.99
Ultratech Cement,Construction,38.23,1.31,0.84,0.96
245. IDBI Nifty Junior Index Fund
SBI Life Insurance Company,Financial,81.79,4.26,0.00,4.26
HDFC Life Insurance,Financial,95.02,4.13,0.00,4.13
Godrej Consumer Products,FMCG,30.44,4.91,3.00,3.55
Dabur India,FMCG,56.16,3.91,2.31,3.45
Shree Cement,Construction,53.02,3.77,2.06,3.15
HPCL,Energy,9.29,5.10,0.00,3.08
Pidilite Industries,Chemicals,70.15,3.09,1.51,3.00
Divi's Laboratories,Healthcare,34.37,3.19,0.00,2.90
Marico,FMCG,43.27,2.97,2.07,2.78
Colgate-Palmolive,FMCG,56.99,2.74,1.77,2.74
United Spirits,FMCG,58.01,3.05,1.41,2.71
Avenue Supermarts,Services,104.46,2.70,0.00,2.70
Petronet LNG,Energy,19.10,2.94,0.00,2.66
ICICI Lombard General Insurance,Financial,55.35,2.94,0.00,2.63
Bajaj Holdings & Inv,Financial,13.59,2.71,0.00,2.51
Interglobe Aviation,Services,48.50,2.48,0.50,2.48
Havells India,Engineering,55.54,2.82,0.00,2.45
Shriram Transport Finance,Financial,9.39,3.21,1.99,2.45
Piramal Enterprises,Healthcare,16.47,3.72,2.13,2.35
Lupin,Healthcare,47.02,3.38,0.00,2.34
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.27,0.00,2.27
Aurobindo Pharma,Healthcare,10.95,3.55,0.00,2.26
Container Corp.,Services,31.21,2.28,1.49,2.26
Ambuja Cements,Construction,15.74,2.56,0.00,2.05
United Breweries,FMCG,69.79,2.33,0.00,2.04
246. IDBI Nifty Junior Index Fund - Direct Plan
SBI Life Insurance Company,Financial,81.79,4.26,0.00,4.26
HDFC Life Insurance,Financial,95.02,4.13,0.00,4.13
Godrej Consumer Products,FMCG,30.44,4.91,3.00,3.55
Dabur India,FMCG,56.16,3.91,2.31,3.45
Shree Cement,Construction,53.02,3.77,2.06,3.15
HPCL,Energy,9.29,5.10,0.00,3.08
Pidilite Industries,Chemicals,70.15,3.09,1.51,3.00
Divi's Laboratories,Healthcare,34.37,3.19,0.00,2.90
Marico,FMCG,43.27,2.97,2.07,2.78
Colgate-Palmolive,FMCG,56.99,2.74,1.77,2.74
United Spirits,FMCG,58.01,3.05,1.41,2.71
Avenue Supermarts,Services,104.46,2.70,0.00,2.70
Petronet LNG,Energy,19.10,2.94,0.00,2.66
ICICI Lombard General Insurance,Financial,55.35,2.94,0.00,2.63
Bajaj Holdings & Inv,Financial,13.59,2.71,0.00,2.51
Interglobe Aviation,Services,48.50,2.48,0.50,2.48
Havells India,Engineering,55.54,2.82,0.00,2.45
Shriram Transport Finance,Financial,9.39,3.21,1.99,2.45
Piramal Enterprises,Healthcare,16.47,3.72,2.13,2.35
Lupin,Healthcare,47.02,3.38,0.00,2.34
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.27,0.00,2.27
Aurobindo Pharma,Healthcare,10.95,3.55,0.00,2.26
Container Corp.,Services,31.21,2.28,1.49,2.26
Ambuja Cements,Construction,15.74,2.56,0.00,2.05
United Breweries,FMCG,69.79,2.33,0.00,2.04
247. IDBI Small Cap Fund - Direct Plan
Elantas Beck India,Chemicals,39.33,4.02,0.00,3.78
Kei Industries,Engineering,21.85,3.51,0.00,3.51
Grindwell Norton,Metals,40.55,3.35,0.00,3.33
Transport Corporation,Services,16.87,3.29,0.00,3.26
AIA Engineering,Metals,30.21,3.16,0.00,3.16
Mold-Tek Packaging,Chemicals,26.02,3.00,0.00,2.91
Honeywell Automation,Engineering,66.25,2.86,0.00,2.68
Goodyear India,Automobile,21.53,2.69,0.00,2.62
Star Cement,Construction,13.61,3.15,0.00,2.59
Cera Sanitaryware,Construction,29.45,2.71,0.00,2.58
Ahluwalia Contracts,Construction,18.17,2.94,0.00,2.56
Garware Technical Fibres,Textiles,20.09,2.54,0.00,2.43
Ingersoll Rand India,Engineering,24.19,2.65,0.00,2.39
V-Mart Retail,Services,66.49,2.71,0.00,2.36
ISGEC Heavy Engineering,Engineering,20.61,3.06,0.00,2.30
Camlin Fine Sciences,Chemicals,37.09,3.89,0.00,2.28
Kansai Nerolac Paints,Chemicals,60.76,2.42,0.00,2.27
General Insurance Corporation of India,Financial,29.66,8.12,0.00,2.17
Hatsun Agro Products,FMCG,76.94,2.48,0.00,2.16
Timken India,Engineering,35.11,2.35,0.00,2.05
Escorts,Automobile,17.74,2.00,0.00,2.00
Mahindra Logistics,Services,32.19,2.93,0.00,2.00
Voltas,Cons Durable,47.61,3.34,0.00,1.98
City Union Bank,Financial,21.80,2.74,0.00,1.68
Heidelberg Cement India,Construction,17.13,1.83,0.00,1.65
248. IDBI Small Cap Fund - Regular Plan
Elantas Beck India,Chemicals,39.33,4.02,0.00,3.78
Kei Industries,Engineering,21.85,3.51,0.00,3.51
Grindwell Norton,Metals,40.55,3.35,0.00,3.33
Transport Corporation,Services,16.87,3.29,0.00,3.26
AIA Engineering,Metals,30.21,3.16,0.00,3.16
Mold-Tek Packaging,Chemicals,26.02,3.00,0.00,2.91
Honeywell Automation,Engineering,66.25,2.86,0.00,2.68
Goodyear India,Automobile,21.53,2.69,0.00,2.62
Star Cement,Construction,13.61,3.15,0.00,2.59
Cera Sanitaryware,Construction,29.45,2.71,0.00,2.58
Ahluwalia Contracts,Construction,18.17,2.94,0.00,2.56
Garware Technical Fibres,Textiles,20.09,2.54,0.00,2.43
Ingersoll Rand India,Engineering,24.19,2.65,0.00,2.39
V-Mart Retail,Services,66.49,2.71,0.00,2.36
ISGEC Heavy Engineering,Engineering,20.61,3.06,0.00,2.30
Camlin Fine Sciences,Chemicals,37.09,3.89,0.00,2.28
Kansai Nerolac Paints,Chemicals,60.76,2.42,0.00,2.27
General Insurance Corporation of India,Financial,29.66,8.12,0.00,2.17
Hatsun Agro Products,FMCG,76.94,2.48,0.00,2.16
Timken India,Engineering,35.11,2.35,0.00,2.05
Escorts,Automobile,17.74,2.00,0.00,2.00
Mahindra Logistics,Services,32.19,2.93,0.00,2.00
Voltas,Cons Durable,47.61,3.34,0.00,1.98
City Union Bank,Financial,21.80,2.74,0.00,1.68
Heidelberg Cement India,Construction,17.13,1.83,0.00,1.65
249. IDFC Arbitrage Fund - Direct Plan
ITC,FMCG,24.04,4.96,0.00,4.96
HDFC,Financial,34.48,4.84,0.00,4.20
Reliance Industries,Energy,21.20,6.91,0.00,4.15
HDFC Bank,Financial,29.06,6.53,0.00,2.44
Indusind Bank,Financial,22.11,2.19,0.00,2.19
ICICI Bank,Financial,54.91,5.25,0.00,2.17
Tata Consultancy Services,Technology,23.99,2.11,0.00,2.07
Infosys,Technology,17.88,4.83,0.00,2.04
Larsen & Toubro,Construction,21.90,2.83,0.00,1.88
State Bank of India,Financial,30.54,3.28,0.00,1.87
BPCL,Energy,19.39,2.91,0.00,1.42
Axis Bank,Financial,45.64,4.24,0.00,1.39
Asian Paints,Chemicals,65.80,1.32,0.00,1.32
Marico,FMCG,43.27,1.36,0.00,1.26
Bajaj Finance,Financial,48.01,1.25,0.00,1.24
Sun Pharmaceutical Inds.,Healthcare,32.00,5.13,0.00,1.14
Bajaj Finserv,Financial,34.74,1.11,0.00,0.97
GAIL,Energy,9.58,1.13,0.00,0.95
Petronet LNG,Energy,19.10,1.23,0.00,0.92
Grasim Industries,Construction,25.97,2.05,0.00,0.87
Bharti Airtel,Communication,0.00,3.11,0.00,0.83
UPL,Chemicals,41.06,3.23,0.00,0.83
Kotak Mahindra Bank,Financial,37.66,1.47,0.00,0.79
Power Finance Corp.,Financial,4.00,2.45,0.00,0.78
JSW Steel,Metals,8.49,4.09,0.01,0.74
250. IDFC Arbitrage Fund - Regular Plan
ITC,FMCG,24.04,4.96,0.00,4.96
HDFC,Financial,34.48,4.84,0.00,4.20
Reliance Industries,Energy,21.20,6.91,0.00,4.15
HDFC Bank,Financial,29.06,6.53,0.00,2.44
Indusind Bank,Financial,22.11,2.19,0.00,2.19
ICICI Bank,Financial,54.91,5.25,0.00,2.17
Tata Consultancy Services,Technology,23.99,2.11,0.00,2.07
Infosys,Technology,17.88,4.83,0.00,2.04
Larsen & Toubro,Construction,21.90,2.83,0.00,1.88
State Bank of India,Financial,30.54,3.28,0.00,1.87
BPCL,Energy,19.39,2.91,0.00,1.42
Axis Bank,Financial,45.64,4.24,0.00,1.39
Asian Paints,Chemicals,65.80,1.32,0.00,1.32
Marico,FMCG,43.27,1.36,0.00,1.26
Bajaj Finance,Financial,48.01,1.25,0.00,1.24
Sun Pharmaceutical Inds.,Healthcare,32.00,5.13,0.00,1.14
Bajaj Finserv,Financial,34.74,1.11,0.00,0.97
GAIL,Energy,9.58,1.13,0.00,0.95
Petronet LNG,Energy,19.10,1.23,0.00,0.92
Grasim Industries,Construction,25.97,2.05,0.00,0.87
Bharti Airtel,Communication,0.00,3.11,0.00,0.83
UPL,Chemicals,41.06,3.23,0.00,0.83
Kotak Mahindra Bank,Financial,37.66,1.47,0.00,0.79
Power Finance Corp.,Financial,4.00,2.45,0.00,0.78
JSW Steel,Metals,8.49,4.09,0.01,0.74
251. IDFC Asset Allocation Fund - Aggressive Plan - Direct Plan
IDFC Multi Cap Direct-G,-,-,-,-,21.56
IDFC Large Cap Direct-G,-,-,-,-,21.53
IDFC Sterling Value Direct-G,-,-,-,-,19.27
IDFC Bond Short Term Direct-G,-,-,-,-,15.28
IDFC Core Equity Direct-G,-,-,-,-,9.64
IDFC Low Duration Direct-G,-,-,-,-,8.48
IDFC Cash Direct,-,-,-,-,0.82
252. IDFC Asset Allocation Fund - Aggressive Plan - Regular Plan
IDFC Multi Cap Direct-G,-,-,-,-,21.56
IDFC Large Cap Direct-G,-,-,-,-,21.53
IDFC Sterling Value Direct-G,-,-,-,-,19.27
IDFC Bond Short Term Direct-G,-,-,-,-,15.28
IDFC Core Equity Direct-G,-,-,-,-,9.64
IDFC Low Duration Direct-G,-,-,-,-,8.48
IDFC Cash Direct,-,-,-,-,0.82
253. IDFC Asset Allocation Fund - Conservative Plan - Direct Plan
