Company,Sector,PE,3Y High,3Y Low,% Assets
1. HDFC Small Cap Fund - Direct Plan
IDFC Low Duration Direct-G,-,-,-,-,44.51
IDFC Bond Short Term Direct-G,-,-,-,-,28.42
IDFC Large Cap Direct-G,-,-,-,-,9.58
IDFC Multi Cap Direct-G,-,-,-,-,6.76
IDFC Core Equity Direct-G,-,-,-,-,6.58
IDFC Cash Direct,-,-,-,-,2.45
254. IDFC Asset Allocation Fund - Conservative Plan - Regular Plan
IDFC Low Duration Direct-G,-,-,-,-,44.51
IDFC Bond Short Term Direct-G,-,-,-,-,28.42
IDFC Large Cap Direct-G,-,-,-,-,9.58
IDFC Multi Cap Direct-G,-,-,-,-,6.76
IDFC Core Equity Direct-G,-,-,-,-,6.58
IDFC Cash Direct,-,-,-,-,2.45
255. IDFC Asset Allocation Fund - Moderate Plan - Direct Plan
IDFC Low Duration Direct-G,-,-,-,-,38.49
IDFC Large Cap Direct-G,-,-,-,-,13.05
IDFC Multi Cap Direct-G,-,-,-,-,12.69
IDFC Core Equity Direct-G,-,-,-,-,12.35
IDFC Bond Short Term Direct-G,-,-,-,-,12.21
IDFC Sterling Value Direct-G,-,-,-,-,10.76
IDFC Cash Direct,-,-,-,-,0.56
256. IDFC Asset Allocation Fund - Moderate Plan - Regular Plan
IDFC Low Duration Direct-G,-,-,-,-,38.49
IDFC Large Cap Direct-G,-,-,-,-,13.05
IDFC Multi Cap Direct-G,-,-,-,-,12.69
IDFC Core Equity Direct-G,-,-,-,-,12.35
IDFC Bond Short Term Direct-G,-,-,-,-,12.21
IDFC Sterling Value Direct-G,-,-,-,-,10.76
IDFC Cash Direct,-,-,-,-,0.56
257. IDFC Core Equity Fund - Direct Plan
HDFC Bank,Financial,29.06,7.49,4.53,7.49
ICICI Bank,Financial,54.91,6.38,1.01,6.38
Axis Bank,Financial,45.64,4.96,0.75,4.96
State Bank of India,Financial,30.54,5.23,0.96,4.13
Larsen & Toubro,Construction,21.90,4.07,1.11,4.07
Infosys,Technology,17.88,5.17,1.81,3.43
Reliance Industries,Energy,21.20,3.98,2.01,3.36
Kotak Mahindra Bank,Financial,37.66,2.86,0.88,2.52
Indian Hotels,Services,65.94,2.47,0.76,2.47
MRF,Automobile,24.57,2.05,0.00,2.03
Future Retail,Services,25.78,2.59,0.76,1.93
Ipca Laboratories,Healthcare,23.02,2.01,0.00,1.80
M&M Financial Services,Financial,17.17,2.06,0.67,1.79
GSK Consumer Healthcare,FMCG,36.79,1.71,0.00,1.71
ACC,Construction,15.67,1.71,0.00,1.71
Titan Company,Cons Durable,83.85,2.01,0.00,1.67
Sun Pharmaceutical Inds.,Healthcare,32.00,1.94,0.42,1.52
AIA Engineering,Metals,30.21,1.52,0.00,1.52
Supreme Industries,Chemicals,38.21,1.42,0.00,1.42
BPCL,Energy,19.39,1.42,0.00,1.42
The Ramco Cements,Construction,31.19,1.44,0.42,1.42
Ambuja Cements,Construction,15.74,1.57,0.44,1.39
Thermax,Engineering,39.76,1.38,0.00,1.38
Apollo Tyres,Automobile,18.33,2.04,0.96,1.36
Aditya Birla Fashion and Retail,Services,47.70,1.30,0.00,1.30
258. IDFC Core Equity Fund - Regular Plan
HDFC Bank,Financial,29.06,7.49,4.53,7.49
ICICI Bank,Financial,54.91,6.38,1.01,6.38
Axis Bank,Financial,45.64,4.96,0.75,4.96
State Bank of India,Financial,30.54,5.23,0.96,4.13
Larsen & Toubro,Construction,21.90,4.07,1.11,4.07
Infosys,Technology,17.88,5.17,1.81,3.43
Reliance Industries,Energy,21.20,3.98,2.01,3.36
Kotak Mahindra Bank,Financial,37.66,2.86,0.88,2.52
Indian Hotels,Services,65.94,2.47,0.76,2.47
MRF,Automobile,24.57,2.05,0.00,2.03
Future Retail,Services,25.78,2.59,0.76,1.93
Ipca Laboratories,Healthcare,23.02,2.01,0.00,1.80
M&M Financial Services,Financial,17.17,2.06,0.67,1.79
GSK Consumer Healthcare,FMCG,36.79,1.71,0.00,1.71
ACC,Construction,15.67,1.71,0.00,1.71
Titan Company,Cons Durable,83.85,2.01,0.00,1.67
Sun Pharmaceutical Inds.,Healthcare,32.00,1.94,0.42,1.52
AIA Engineering,Metals,30.21,1.52,0.00,1.52
Supreme Industries,Chemicals,38.21,1.42,0.00,1.42
BPCL,Energy,19.39,1.42,0.00,1.42
The Ramco Cements,Construction,31.19,1.44,0.42,1.42
Ambuja Cements,Construction,15.74,1.57,0.44,1.39
Thermax,Engineering,39.76,1.38,0.00,1.38
Apollo Tyres,Automobile,18.33,2.04,0.96,1.36
Aditya Birla Fashion and Retail,Services,47.70,1.30,0.00,1.30
259. IDFC Dynamic Equity Fund - Direct Plan
HDFC Bank,Financial,29.06,6.53,2.65,6.53
ICICI Bank,Financial,54.91,5.29,0.70,5.29
Reliance Industries,Energy,21.20,5.10,1.68,4.92
Axis Bank,Financial,45.64,3.79,0.00,3.75
State Bank of India,Financial,30.54,6.56,0.56,3.43
Larsen & Toubro,Construction,21.90,2.95,1.22,2.95
GSK Consumer Healthcare,FMCG,36.79,2.47,0.00,2.47
Infosys,Technology,17.88,5.18,1.04,2.35
Asian Paints,Chemicals,65.80,2.03,0.00,2.03
ITC,FMCG,24.04,4.86,0.00,2.02
Nestle India,FMCG,85.62,2.28,0.00,1.94
Tech Mahindra,Technology,16.17,2.42,0.00,1.75
Aurobindo Pharma,Healthcare,10.95,2.31,0.30,1.66
Titan Company,Cons Durable,83.85,1.59,0.00,1.59
Mahindra & Mahindra,Automobile,12.56,2.15,0.79,1.59
Bajaj Finserv,Financial,34.74,1.68,0.00,1.53
Ultratech Cement,Construction,38.23,1.30,0.00,1.30
Muthoot Finance,Financial,13.75,1.28,0.00,1.28
AIA Engineering,Metals,30.21,1.20,0.00,1.20
Tata Consultancy Services,Technology,23.99,2.77,0.00,1.15
Alkem Laboratories,Healthcare,28.99,1.05,0.00,1.05
Kotak Mahindra Bank,Financial,37.66,2.15,0.50,0.99
Mas Financial Services,Financial,23.16,1.41,0.00,0.92
Divi's Laboratories,Healthcare,34.37,0.91,0.00,0.91
Supreme Industries,Chemicals,38.21,0.91,0.00,0.86
260. IDFC Dynamic Equity Fund - Regular Plan
HDFC Bank,Financial,29.06,6.53,2.65,6.53
ICICI Bank,Financial,54.91,5.29,0.70,5.29
Reliance Industries,Energy,21.20,5.10,1.68,4.92
Axis Bank,Financial,45.64,3.79,0.00,3.75
State Bank of India,Financial,30.54,6.56,0.56,3.43
Larsen & Toubro,Construction,21.90,2.95,1.22,2.95
GSK Consumer Healthcare,FMCG,36.79,2.47,0.00,2.47
Infosys,Technology,17.88,5.18,1.04,2.35
Asian Paints,Chemicals,65.80,2.03,0.00,2.03
ITC,FMCG,24.04,4.86,0.00,2.02
Nestle India,FMCG,85.62,2.28,0.00,1.94
Tech Mahindra,Technology,16.17,2.42,0.00,1.75
Aurobindo Pharma,Healthcare,10.95,2.31,0.30,1.66
Titan Company,Cons Durable,83.85,1.59,0.00,1.59
Mahindra & Mahindra,Automobile,12.56,2.15,0.79,1.59
Bajaj Finserv,Financial,34.74,1.68,0.00,1.53
Ultratech Cement,Construction,38.23,1.30,0.00,1.30
Muthoot Finance,Financial,13.75,1.28,0.00,1.28
AIA Engineering,Metals,30.21,1.20,0.00,1.20
Tata Consultancy Services,Technology,23.99,2.77,0.00,1.15
Alkem Laboratories,Healthcare,28.99,1.05,0.00,1.05
Kotak Mahindra Bank,Financial,37.66,2.15,0.50,0.99
Mas Financial Services,Financial,23.16,1.41,0.00,0.92
Divi's Laboratories,Healthcare,34.37,0.91,0.00,0.91
Supreme Industries,Chemicals,38.21,0.91,0.00,0.86
261. IDFC Equity Opportunity Series 4 - Direct Plan
Larsen & Toubro,Construction,21.90,10.20,2.45,10.20
Adani Ports and Special Economic Zone,Services,18.69,6.38,0.00,6.38
Container Corp.,Services,31.21,5.67,0.00,5.13
Ultratech Cement,Construction,38.23,4.51,0.00,4.44
Transport Corporation,Services,16.87,4.26,0.00,4.21
Bharti Airtel,Communication,0.00,3.98,0.00,3.97
Gujarat Gas,Chemicals,23.47,4.21,1.51,3.95
PNC Infratech,Services,13.81,3.90,0.00,3.90
NTPC,Energy,10.16,6.06,2.29,3.70
Gujarat State Petronet,Energy,13.64,3.79,0.00,3.53
JK Cement,Construction,19.83,3.42,0.00,3.29
Torrent Power,Energy,14.15,3.30,0.00,2.98
Bharat Electronics,Engineering,14.22,2.86,0.00,2.84
Engineers India,Construction,16.85,2.83,0.97,2.77
GAIL,Energy,9.58,4.22,0.00,2.54
WPIL,Engineering,10.21,2.81,0.00,2.31
Techno Electric & Engineering,Engineering,17.34,2.33,0.00,2.29
Cummins India,Engineering,23.86,4.45,0.00,2.10
NBCC India,Construction,18.78,3.62,0.00,2.06
Sadbhav Engineering,Construction,14.59,3.02,0.00,1.82
Kirloskar Brothers,Engineering,15.88,2.65,0.00,1.80
APL Apollo Tubes,Metals,21.91,1.97,0.00,1.79
Dilip Buildcon,Construction,8.70,2.46,0.00,1.72
NCC,Construction,6.00,3.20,0.00,1.66
Voltas,Cons Durable,47.61,1.53,0.00,1.53
262. IDFC Equity Opportunity Series 4 - Regular Plan
Larsen & Toubro,Construction,21.90,10.20,2.45,10.20
Adani Ports and Special Economic Zone,Services,18.69,6.38,0.00,6.38
Container Corp.,Services,31.21,5.67,0.00,5.13
Ultratech Cement,Construction,38.23,4.51,0.00,4.44
Transport Corporation,Services,16.87,4.26,0.00,4.21
Bharti Airtel,Communication,0.00,3.98,0.00,3.97
Gujarat Gas,Chemicals,23.47,4.21,1.51,3.95
PNC Infratech,Services,13.81,3.90,0.00,3.90
NTPC,Energy,10.16,6.06,2.29,3.70
Gujarat State Petronet,Energy,13.64,3.79,0.00,3.53
JK Cement,Construction,19.83,3.42,0.00,3.29
Torrent Power,Energy,14.15,3.30,0.00,2.98
Bharat Electronics,Engineering,14.22,2.86,0.00,2.84
Engineers India,Construction,16.85,2.83,0.97,2.77
GAIL,Energy,9.58,4.22,0.00,2.54
WPIL,Engineering,10.21,2.81,0.00,2.31
Techno Electric & Engineering,Engineering,17.34,2.33,0.00,2.29
Cummins India,Engineering,23.86,4.45,0.00,2.10
NBCC India,Construction,18.78,3.62,0.00,2.06
Sadbhav Engineering,Construction,14.59,3.02,0.00,1.82
Kirloskar Brothers,Engineering,15.88,2.65,0.00,1.80
APL Apollo Tubes,Metals,21.91,1.97,0.00,1.79
Dilip Buildcon,Construction,8.70,2.46,0.00,1.72
NCC,Construction,6.00,3.20,0.00,1.66
Voltas,Cons Durable,47.61,1.53,0.00,1.53
263. IDFC Equity Opportunity Series 5 - Direct Plan
ICICI Bank,Financial,54.91,8.99,0.00,8.52
Nestle India,FMCG,85.62,6.67,0.00,6.67
GSK Consumer Healthcare,FMCG,36.79,6.53,0.43,6.39
Asian Paints,Chemicals,65.80,6.35,0.00,6.35
Fine Organic Industries,Chemicals,46.40,6.10,0.00,6.10
Axis Bank,Financial,45.64,5.76,0.00,5.61
Supreme Industries,Chemicals,38.21,4.72,0.00,4.72
Hindustan Unilever,FMCG,69.38,4.53,0.00,4.43
Larsen & Toubro,Construction,21.90,4.54,0.00,4.40
Sagar Cements,Construction,23.49,4.22,0.00,3.83
Nava Bharat Ventures,Diversified,3.52,4.80,0.21,3.36
Security and Intelligence Services,Services,27.31,4.12,0.00,3.33
Bandhan Bank,Financial,30.66,4.64,0.36,3.27
Havells India,Engineering,55.54,3.47,0.00,3.24
Prataap Snacks,FMCG,48.90,3.78,0.50,3.22
Sundaram Finance,Financial,15.98,3.09,0.37,2.94
RBL Bank,Financial,13.69,5.87,0.00,2.87
Sandhar Technologies,Automobile,16.27,3.47,0.69,2.57
Ultratech Cement,Construction,38.23,2.65,0.00,2.45
M&M Financial Services,Financial,17.17,4.97,0.00,2.39
Amber Enterprises,Cons Durable,26.38,2.35,0.61,2.32
AIA Engineering,Metals,30.21,2.09,0.00,2.03
Maruti Suzuki India,Automobile,32.03,2.00,0.00,2.00
Magma Fincorp,Financial,5.79,3.39,0.00,1.30
FDC,Healthcare,15.85,1.42,0.00,1.29
264. IDFC Equity Opportunity Series 5 - Regular Plan
ICICI Bank,Financial,54.91,8.99,0.00,8.52
Nestle India,FMCG,85.62,6.67,0.00,6.67
GSK Consumer Healthcare,FMCG,36.79,6.53,0.43,6.39
Asian Paints,Chemicals,65.80,6.35,0.00,6.35
Fine Organic Industries,Chemicals,46.40,6.10,0.00,6.10
Axis Bank,Financial,45.64,5.76,0.00,5.61
Supreme Industries,Chemicals,38.21,4.72,0.00,4.72
Hindustan Unilever,FMCG,69.38,4.53,0.00,4.43
Larsen & Toubro,Construction,21.90,4.54,0.00,4.40
Sagar Cements,Construction,23.49,4.22,0.00,3.83
Nava Bharat Ventures,Diversified,3.52,4.80,0.21,3.36
Security and Intelligence Services,Services,27.31,4.12,0.00,3.33
Bandhan Bank,Financial,30.66,4.64,0.36,3.27
Havells India,Engineering,55.54,3.47,0.00,3.24
Prataap Snacks,FMCG,48.90,3.78,0.50,3.22
Sundaram Finance,Financial,15.98,3.09,0.37,2.94
RBL Bank,Financial,13.69,5.87,0.00,2.87
Sandhar Technologies,Automobile,16.27,3.47,0.69,2.57
Ultratech Cement,Construction,38.23,2.65,0.00,2.45
M&M Financial Services,Financial,17.17,4.97,0.00,2.39
Amber Enterprises,Cons Durable,26.38,2.35,0.61,2.32
AIA Engineering,Metals,30.21,2.09,0.00,2.03
Maruti Suzuki India,Automobile,32.03,2.00,0.00,2.00
Magma Fincorp,Financial,5.79,3.39,0.00,1.30
FDC,Healthcare,15.85,1.42,0.00,1.29
265. IDFC Equity Opportunity Series 6 - Direct Plan
HDFC Bank,Financial,29.06,7.64,0.00,7.40
GSK Consumer Healthcare,FMCG,36.79,6.19,0.00,6.11
Aavas Financiers,Financial,67.72,5.23,0.00,5.20
Reliance Industries,Energy,21.20,5.06,0.00,4.68
Larsen & Toubro,Construction,21.90,4.72,0.00,4.32
ITC,FMCG,24.04,8.47,0.00,4.23
Lupin,Healthcare,47.02,5.32,0.00,3.96
Dr. Reddy's Lab,Healthcare,21.56,5.64,0.00,3.52
Hindustan Unilever,FMCG,69.38,3.40,0.00,3.36
Ultratech Cement,Construction,38.23,3.68,0.00,3.25
Kotak Mahindra Bank,Financial,37.66,3.21,0.00,3.21
Dabur India,FMCG,56.16,3.36,0.00,3.15
ICICI Bank,Financial,54.91,3.30,0.00,3.13
Maruti Suzuki India,Automobile,32.03,3.24,0.00,3.07
Sun Pharmaceutical Inds.,Healthcare,32.00,4.97,0.00,3.07
Asian Paints,Chemicals,65.80,2.87,0.00,2.87
Avenue Supermarts,Services,104.46,2.67,0.00,2.67
Polycab India,Engineering,22.65,2.58,0.00,2.58
PI Industries,Chemicals,42.73,2.52,0.00,2.52
TVS Motor Co.,Automobile,31.09,2.63,0.00,2.50
Future Retail,Services,25.78,3.60,0.00,2.48
3M India,Services,78.93,2.61,0.00,2.24
HDFC Asset Management Company,Financial,62.90,3.66,0.00,2.19
Colgate-Palmolive,FMCG,56.99,1.96,0.00,1.96
Britannia Inds.,FMCG,68.60,2.26,0.00,1.94
266. IDFC Equity Opportunity Series 6 - Regular Plan
HDFC Bank,Financial,29.06,7.64,0.00,7.40
GSK Consumer Healthcare,FMCG,36.79,6.19,0.00,6.11
Aavas Financiers,Financial,67.72,5.23,0.00,5.20
Reliance Industries,Energy,21.20,5.06,0.00,4.68
Larsen & Toubro,Construction,21.90,4.72,0.00,4.32
ITC,FMCG,24.04,8.47,0.00,4.23
Lupin,Healthcare,47.02,5.32,0.00,3.96
Dr. Reddy's Lab,Healthcare,21.56,5.64,0.00,3.52
Hindustan Unilever,FMCG,69.38,3.40,0.00,3.36
Ultratech Cement,Construction,38.23,3.68,0.00,3.25
Kotak Mahindra Bank,Financial,37.66,3.21,0.00,3.21
Dabur India,FMCG,56.16,3.36,0.00,3.15
ICICI Bank,Financial,54.91,3.30,0.00,3.13
Maruti Suzuki India,Automobile,32.03,3.24,0.00,3.07
Sun Pharmaceutical Inds.,Healthcare,32.00,4.97,0.00,3.07
Asian Paints,Chemicals,65.80,2.87,0.00,2.87
Avenue Supermarts,Services,104.46,2.67,0.00,2.67
Polycab India,Engineering,22.65,2.58,0.00,2.58
PI Industries,Chemicals,42.73,2.52,0.00,2.52
TVS Motor Co.,Automobile,31.09,2.63,0.00,2.50
Future Retail,Services,25.78,3.60,0.00,2.48
3M India,Services,78.93,2.61,0.00,2.24
HDFC Asset Management Company,Financial,62.90,3.66,0.00,2.19
Colgate-Palmolive,FMCG,56.99,1.96,0.00,1.96
Britannia Inds.,FMCG,68.60,2.26,0.00,1.94
267. IDFC Equity Savings Fund - Direct Plan
Tech Mahindra,Technology,16.17,6.02,0.00,5.39
Sun Pharmaceutical Inds.,Healthcare,32.00,7.81,0.00,4.16
ICICI Bank,Financial,54.91,5.95,0.00,3.99
HDFC Bank,Financial,29.06,3.70,0.00,3.70
HDFC,Financial,34.48,3.91,0.00,3.54
Larsen & Toubro,Construction,21.90,3.93,0.00,3.29
Aurobindo Pharma,Healthcare,10.95,5.61,0.52,3.28
State Bank of India,Financial,30.54,4.08,0.00,2.51
ITC,FMCG,24.04,3.18,0.00,2.40
Tata Global Beverages,FMCG,42.67,2.42,0.00,2.37
Bharti Airtel,Communication,0.00,2.34,0.00,2.30
Axis Bank,Financial,45.64,4.56,0.00,2.04
Gujarat State Petronet,Energy,13.64,2.05,0.00,2.00
Cadila Healthcare,Healthcare,14.95,3.03,0.00,1.72
Exide Industries,Engineering,17.70,1.37,0.00,1.37
MRF,Automobile,24.57,1.26,0.00,1.26
Hero Motocorp,Automobile,14.49,1.26,0.00,1.26
Dr. Reddy's Lab,Healthcare,21.56,1.58,0.00,1.25
Interglobe Aviation,Services,48.50,1.20,0.00,1.20
Crompton Greaves Consumer Electricals,Cons Durable,39.54,1.10,0.00,1.10
KEC International,Engineering,14.10,1.12,0.00,1.09
Sundaram Finance,Financial,15.98,1.10,0.00,1.08
Reliance Industries,Energy,21.20,3.97,0.00,1.06
Infosys,Technology,17.88,6.36,0.00,1.05
Voltas,Cons Durable,47.61,0.99,0.00,0.99
268. IDFC Equity Savings Fund - Regular Plan
Tech Mahindra,Technology,16.17,6.02,0.00,5.39
Sun Pharmaceutical Inds.,Healthcare,32.00,7.81,0.00,4.16
ICICI Bank,Financial,54.91,5.95,0.00,3.99
HDFC Bank,Financial,29.06,3.70,0.00,3.70
HDFC,Financial,34.48,3.91,0.00,3.54
Larsen & Toubro,Construction,21.90,3.93,0.00,3.29
Aurobindo Pharma,Healthcare,10.95,5.61,0.52,3.28
State Bank of India,Financial,30.54,4.08,0.00,2.51
ITC,FMCG,24.04,3.18,0.00,2.40
Tata Global Beverages,FMCG,42.67,2.42,0.00,2.37
Bharti Airtel,Communication,0.00,2.34,0.00,2.30
Axis Bank,Financial,45.64,4.56,0.00,2.04
Gujarat State Petronet,Energy,13.64,2.05,0.00,2.00
Cadila Healthcare,Healthcare,14.95,3.03,0.00,1.72
Exide Industries,Engineering,17.70,1.37,0.00,1.37
MRF,Automobile,24.57,1.26,0.00,1.26
Hero Motocorp,Automobile,14.49,1.26,0.00,1.26
Dr. Reddy's Lab,Healthcare,21.56,1.58,0.00,1.25
Interglobe Aviation,Services,48.50,1.20,0.00,1.20
Crompton Greaves Consumer Electricals,Cons Durable,39.54,1.10,0.00,1.10
KEC International,Engineering,14.10,1.12,0.00,1.09
Sundaram Finance,Financial,15.98,1.10,0.00,1.08
Reliance Industries,Energy,21.20,3.97,0.00,1.06
Infosys,Technology,17.88,6.36,0.00,1.05
Voltas,Cons Durable,47.61,0.99,0.00,0.99
269. IDFC Focused Equity Fund - Direct Plan
Reliance Industries,Energy,21.20,6.83,0.00,6.70
ICICI Bank,Financial,54.91,8.87,0.00,6.52
Fine Organic Industries,Chemicals,46.40,6.05,0.00,5.92
Larsen & Toubro,Construction,21.90,5.82,0.00,5.82
Ultratech Cement,Construction,38.23,5.07,0.00,5.07
Axis Bank,Financial,45.64,7.59,0.00,4.64
TVS Motor Co.,Automobile,31.09,4.10,0.00,4.10
Security and Intelligence Services,Services,27.31,4.69,0.00,4.07
HDFC Bank,Financial,29.06,8.71,0.00,3.99
ICICI Securities,Financial,20.75,3.90,0.00,3.90
State Bank of India,Financial,30.54,7.13,0.00,3.63
Aditya Birla Fashion and Retail,Services,47.70,3.52,0.00,3.52
HDFC,Financial,34.48,3.24,0.00,3.24
RBL Bank,Financial,13.69,5.05,0.00,3.09
M&M Financial Services,Financial,17.17,4.05,0.00,3.08
Majesco,Technology,22.96,3.48,0.00,2.95
Titan Company,Cons Durable,83.85,5.72,0.00,2.94
Bajaj Finance,Financial,48.01,6.59,0.00,2.93
Voltas,Cons Durable,47.61,3.91,0.00,2.68
SRF,Diversified,23.68,2.89,0.00,2.66
Kotak Mahindra Bank,Financial,37.66,7.46,0.00,2.66
Dishman Carbogen Amcis,Healthcare,11.88,5.52,0.00,2.32
Jubilant FoodWorks,Services,63.32,4.84,0.00,2.26
Maruti Suzuki India,Automobile,32.03,6.90,0.00,2.00
GSK Consumer Healthcare,FMCG,36.79,6.35,0.00,1.95
270. IDFC Focused Equity Fund - Regular Plan
Reliance Industries,Energy,21.20,6.83,0.00,6.70
ICICI Bank,Financial,54.91,8.87,0.00,6.52
Fine Organic Industries,Chemicals,46.40,6.05,0.00,5.92
Larsen & Toubro,Construction,21.90,5.82,0.00,5.82
Ultratech Cement,Construction,38.23,5.07,0.00,5.07
Axis Bank,Financial,45.64,7.59,0.00,4.64
TVS Motor Co.,Automobile,31.09,4.10,0.00,4.10
Security and Intelligence Services,Services,27.31,4.69,0.00,4.07
HDFC Bank,Financial,29.06,8.71,0.00,3.99
ICICI Securities,Financial,20.75,3.90,0.00,3.90
State Bank of India,Financial,30.54,7.13,0.00,3.63
Aditya Birla Fashion and Retail,Services,47.70,3.52,0.00,3.52
HDFC,Financial,34.48,3.24,0.00,3.24
RBL Bank,Financial,13.69,5.05,0.00,3.09
M&M Financial Services,Financial,17.17,4.05,0.00,3.08
Majesco,Technology,22.96,3.48,0.00,2.95
Titan Company,Cons Durable,83.85,5.72,0.00,2.94
Bajaj Finance,Financial,48.01,6.59,0.00,2.93
Voltas,Cons Durable,47.61,3.91,0.00,2.68
SRF,Diversified,23.68,2.89,0.00,2.66
Kotak Mahindra Bank,Financial,37.66,7.46,0.00,2.66
Dishman Carbogen Amcis,Healthcare,11.88,5.52,0.00,2.32
Jubilant FoodWorks,Services,63.32,4.84,0.00,2.26
Maruti Suzuki India,Automobile,32.03,6.90,0.00,2.00
GSK Consumer Healthcare,FMCG,36.79,6.35,0.00,1.95
271. IDFC Hybrid Equity Fund - Direct Plan
HDFC Bank,Financial,29.06,7.24,0.00,6.66
ICICI Bank,Financial,54.91,4.93,0.00,4.93
Reliance Industries,Energy,21.20,5.09,0.00,4.61
Axis Bank,Financial,45.64,4.34,0.00,4.34
State Bank of India,Financial,30.54,4.48,0.00,3.68
Larsen & Toubro,Construction,21.90,3.24,0.00,3.24
Infosys,Technology,17.88,3.27,0.00,3.18
Nestle India,FMCG,85.62,2.75,0.00,2.67
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.17,0.00,2.17
Sun Pharmaceutical Inds.,Healthcare,32.00,4.37,0.00,1.75
GAIL,Energy,9.58,1.95,0.00,1.68
Hindustan Unilever,FMCG,69.38,1.66,0.00,1.66
EIH,Services,104.68,1.64,0.00,1.64
HDFC,Financial,34.48,3.13,0.00,1.59
HPCL,Energy,9.29,1.57,0.00,1.57
Thermax,Engineering,39.76,1.55,0.00,1.55
Future Retail,Services,25.78,1.63,0.00,1.42
Deepak Nitrite,Chemicals,20.84,1.41,0.00,1.41
Ambuja Cements,Construction,15.74,1.53,0.00,1.40
HCL Technologies,Technology,14.95,1.40,0.00,1.36
City Union Bank,Financial,21.80,1.33,0.00,1.33
Avenue Supermarts,Services,104.46,1.67,0.00,1.25
Kalpataru Power Trans,Construction,16.85,1.21,0.00,1.21
Jyothy Labs,FMCG,31.39,1.17,0.00,1.17
Titan Company,Cons Durable,83.85,1.16,0.00,1.16
272. IDFC Hybrid Equity Fund - Regular Plan
HDFC Bank,Financial,29.06,7.24,0.00,6.66
ICICI Bank,Financial,54.91,4.93,0.00,4.93
Reliance Industries,Energy,21.20,5.09,0.00,4.61
Axis Bank,Financial,45.64,4.34,0.00,4.34
State Bank of India,Financial,30.54,4.48,0.00,3.68
Larsen & Toubro,Construction,21.90,3.24,0.00,3.24
Infosys,Technology,17.88,3.27,0.00,3.18
Nestle India,FMCG,85.62,2.75,0.00,2.67
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.76,2.17,0.00,2.17
Sun Pharmaceutical Inds.,Healthcare,32.00,4.37,0.00,1.75
GAIL,Energy,9.58,1.95,0.00,1.68
Hindustan Unilever,FMCG,69.38,1.66,0.00,1.66
EIH,Services,104.68,1.64,0.00,1.64
HDFC,Financial,34.48,3.13,0.00,1.59
HPCL,Energy,9.29,1.57,0.00,1.57
Thermax,Engineering,39.76,1.55,0.00,1.55
Future Retail,Services,25.78,1.63,0.00,1.42
Deepak Nitrite,Chemicals,20.84,1.41,0.00,1.41
Ambuja Cements,Construction,15.74,1.53,0.00,1.40
HCL Technologies,Technology,14.95,1.40,0.00,1.36
City Union Bank,Financial,21.80,1.33,0.00,1.33
Avenue Supermarts,Services,104.46,1.67,0.00,1.25
Kalpataru Power Trans,Construction,16.85,1.21,0.00,1.21
Jyothy Labs,FMCG,31.39,1.17,0.00,1.17
Titan Company,Cons Durable,83.85,1.16,0.00,1.16
273. IDFC Infrastructure Fund - Direct Plan
Larsen & Toubro,Construction,21.90,10.19,2.91,10.19
Adani Ports and Special Economic Zone,Services,18.69,6.46,1.28,6.46
Container Corp.,Services,31.21,5.67,0.00,5.42
Ultratech Cement,Construction,38.23,5.25,0.92,5.25
Bharti Airtel,Communication,0.00,5.63,0.00,4.70
PNC Infratech,Services,13.81,4.31,1.09,4.31
Engineers India,Construction,16.85,7.93,2.83,3.76
NTPC,Energy,10.16,6.73,0.00,3.53
JK Cement,Construction,19.83,3.66,0.00,3.51
Gujarat Gas,Chemicals,23.47,3.68,0.00,3.44
Gujarat State Petronet,Energy,13.64,3.63,0.00,3.37
Transport Corporation,Services,16.87,3.20,0.00,3.16
Torrent Power,Energy,14.15,3.17,0.00,2.99
Cummins India,Engineering,23.86,4.09,0.00,2.58
NCC,Construction,6.00,4.08,0.00,2.22
Sadbhav Engineering,Construction,14.59,3.12,0.00,2.04
Blue Star,Cons Durable,48.13,2.41,0.73,1.92
GAIL,Energy,9.58,2.67,0.00,1.78
Dilip Buildcon,Construction,8.70,4.72,1.22,1.77
Kirloskar Brothers,Engineering,15.88,2.14,0.00,1.67
PSP Projects Ltd.,Construction,18.13,2.11,0.00,1.66
HG Infra Engineering,Construction,9.23,1.95,0.00,1.64
Thermax,Engineering,39.76,1.55,0.00,1.55
Sagar Cements,Construction,23.49,1.50,0.00,1.49
